(선)가자미,보령,24미,c/s(상자),50,"10,000","10,000","10,000",2009-01-20
(선)깐해락,인천,소,box,49,"3,500","3,300","3,400",2009-01-20
(선)깐홍합,여수,소,box,896,"15,000","12,000","13,600",2009-01-20
(냉)낙지,중국,중,CT/(BT),50,"25,000","25,000","25,000",2009-01-20
(냉)돔,라스팔마스,P,CT/(BT),10,"90,000","90,000","90,000",2009-01-20
(선)명태,일본,18미,S/P,50,"25,000","25,000","25,000",2009-01-20
(선)민대구,제주도,중,S/P,41.5,"8,000","5,000","7,700",2009-01-20
(선)민어,삼천포,15미,S/P,11,"70,000","70,000","70,000",2009-01-20
(선)방어,부산(기장),중,S/P,2,"30,000","30,000","30,000",2009-01-20
(선)병어,부산(기장),10미,S/P,2,"100,000","100,000","100,000",2009-01-20
(냉)부세,중국,300/400,S/P,50,"25,000","25,000","25,000",2009-01-20
(냉)부세,중국,400/500,CT/(BT),300,"30,000","27,000","28,700",2009-01-20
(선)분홍새우,거진,중,S/P,60,"5,000","5,000","5,000",2009-01-20
(선)새치,일본,중,S/P,50,"18,000","18,000","18,000",2009-01-20
(냉)수꽃게,인천,중,S/P,100,"50,000","50,000","50,000",2009-01-20
(선)아귀,여수,중,c/s(상자),4,"7,000","7,000","7,000",2009-01-20
(선)오징어,거진,20미,S/P,92,"18,500","16,000","18,300",2009-01-20
(선)은갈치,제주도,09미,S/P,25,"100,000","25,000","82,600",2009-01-20
(선)은갈치,제주도,20미,S/P,6,"23,000","23,000","23,000",2009-01-20
(활)전복,완도,10/11미,kg,43.7,"38,000","37,000","37,800",2009-01-20
(선)가자미,속초,10미,S/P,4,"5,000","5,000","5,000",2009-01-20
(활)겉바지락,북한,대,그물망,36,"28,000","28,000","28,000",2009-01-20
(선)대하(새우),태국,30미,kg,30,"17,000","17,000","17,000",2009-01-20
(선)물메기,보령,중,c/s(상자),15,"10,000","10,000","10,000",2009-01-20
(선)병어,삼천포,소,S/P,17,"10,000","10,000","10,000",2009-01-20
(선)병어,부산(기장),08미,S/P,1,"80,000","80,000","80,000",2009-01-20
(냉)삼치,부산(기장),중,c/s(상자),9,"15,000","15,000","15,000",2009-01-20
