                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.68925,                 1.2474,                 1.0941,                 1.0801,                0.80446,                0.78878,                0.84961,                0.66294,                0.76371,                0.77634,                0.81677,                0.65968,                0.79723,                  1.265,                 1.1324,                 1.2992,             0.00038835,             0.00038835,             0.00038835
                     17,                0.65995,                 1.1801,                 1.0315,                 1.0621,                0.81108,                0.76184,                0.82382,                0.65326,                0.80466,                0.75518,                0.80834,                0.66158,                  0.793,                 1.2941,                 1.1368,                 1.3003,             0.00036297,             0.00036297,             0.00036297
                     18,                0.65517,                 1.1962,                  1.061,                 1.0625,                0.86657,                0.75671,                0.85341,                0.66508,                0.84143,                0.73721,                 0.8296,                0.65838,                0.77053,                 1.2339,                 1.1142,                 1.2756,             0.00033759,             0.00033759,             0.00033759
                     19,                 0.6311,                 1.1094,                 1.0004,                 1.0536,                0.76024,                0.80509,                0.82229,                0.66297,                0.75108,                0.79459,                0.80381,                0.66406,                0.73986,                 1.1785,                 1.1804,                 1.2446,             0.00031221,             0.00031221,             0.00031221
                     20,                0.63171,                 1.0936,                0.97208,                  1.054,                0.86247,                0.73371,                0.85166,                0.67357,                0.85008,                0.72038,                 0.8321,                0.66954,                0.77017,                 1.1555,                  1.085,                 1.2613,             0.00028684,             0.00028684,             0.00028684
                     21,                0.67053,                 1.2198,                  1.211,                 1.1401,                0.70191,                0.77408,                0.81649,                0.64139,                 0.7192,                 0.7212,                 0.7868,                0.62478,                0.77391,                 1.3567,                 1.3065,                 1.2815,             0.00026146,             0.00026146,             0.00026146
                     22,                0.63696,                 1.1131,                 1.0551,                 1.1275,                0.76029,                0.83932,                0.85582,                0.67266,                0.73647,                0.80065,                0.82027,                0.67539,                0.75391,                 1.2632,                  1.073,                 1.2625,             0.00023608,             0.00023608,             0.00023608
                     23,                 0.6137,                 1.0386,                 0.9827,                 1.0912,                0.76317,                0.82224,                0.82918,                0.65648,                0.80442,                0.74565,                0.79886,                0.66288,                0.73617,                 1.2593,                  1.101,                 1.2454,             0.00021071,             0.00021071,             0.00021071
                     24,                0.60036,                0.98307,                0.92667,                 1.0829,                0.86999,                0.78682,                0.88061,                0.70151,                0.85317,                 0.7715,                0.84542,                 0.6942,                0.71038,                  1.196,                0.97478,                  1.239,             0.00018533,             0.00018533,             0.00018533
                     25,                0.59427,                 0.9746,                0.89218,                 1.0606,                0.82889,                0.77045,                0.85421,                0.67229,                0.82091,                0.75149,                0.82853,                0.67186,                0.69132,                 1.1579,                 1.0201,                 1.2067,             0.00015995,             0.00015995,             0.00015995
                     26,                0.56264,                0.92672,                0.84319,                 1.0493,                0.82311,                0.81035,                0.86343,                0.69262,                0.80587,                0.79405,                0.84255,                0.70349,                0.70988,                 1.1101,                0.98366,                 1.2391,             0.00013457,             0.00013457,             0.00013457
                     27,                0.56571,                 0.8958,                0.82669,                 1.0548,                0.83379,                 0.8081,                0.87072,                0.69151,                0.81853,                0.79404,                0.84898,                0.70313,                 0.7223,                 1.1426,                0.96812,                 1.2306,              0.0001092,              0.0001092,              0.0001092
                     28,                0.53942,                0.88726,                0.79361,                 1.0338,                0.82523,                0.83942,                0.87927,                0.73003,                0.81245,                0.82763,                0.85677,                0.72541,                0.66204,                 1.1295,                0.91282,                 1.1808,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     29,                0.51068,                0.82201,                0.78565,                 1.0238,                0.84847,                0.81245,                0.87979,                0.72931,                0.77166,                0.86681,                0.85627,                0.72219,                0.65252,                  1.115,                0.89576,                 1.1804,             5.8444e-05,             5.8444e-05,             5.8444e-05
                     30,                0.49998,                0.80112,                0.75946,                 1.0098,                0.85619,                0.81822,                 0.8762,                0.73102,                0.83694,                0.81622,                0.85173,                0.72248,                0.64791,                 1.0888,                0.88458,                 1.1737,             3.3067e-05,             3.3067e-05,             3.3067e-05
