                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.90748,                 2.2756,                  3.388,                 1.2531,                0.76192,                 0.0216,                0.16871,                0.12793,                0.76192,                 0.0216,                0.16546,                0.12631,                0.86516,                 1.8006,                 3.1772,                 1.4009,             0.00025064,             0.00025064,             0.00025064
                      2,                0.92284,                 1.7836,                  2.461,                 1.2534,                0.38172,                 0.3791,                0.35077,                0.24078,                0.35379,                0.37397,                0.33446,                0.23877,                  1.071,                 1.8134,                 2.4861,                 1.5383,             0.00049024,             0.00049024,             0.00049024
                      3,                0.95106,                 1.7227,                 2.1266,                 1.2605,                0.38008,                0.56855,                0.41694,                 0.2828,                 0.3644,                 0.5413,                0.39715,                0.28894,                 1.1679,                 1.8912,                  2.534,                 1.7069,             0.00071293,             0.00071293,             0.00071293
                      4,                0.91127,                 1.6533,                 1.9131,                 1.2253,                0.56529,                0.45666,                 0.5097,                0.33684,                 0.5666,                0.44492,                0.48881,                 0.3393,                 1.2509,                 2.0333,                 2.2938,                  1.711,             0.00069287,             0.00069287,             0.00069287
                      5,                0.88511,                 1.6576,                 1.6934,                 1.1991,                0.53882,                 0.4702,                0.48069,                0.31902,                0.53191,                0.47159,                0.46519,                0.31019,                 1.1219,                 2.0519,                 2.1501,                 1.5773,             0.00066749,             0.00066749,             0.00066749
                      6,                0.84403,                 1.5662,                 1.6308,                 1.1854,                0.50024,                0.57503,                0.59001,                 0.4227,                0.47772,                0.54938,                0.54749,                0.41629,                 1.0637,                 1.8793,                 1.8202,                 1.5704,             0.00064212,             0.00064212,             0.00064212
                      7,                0.83382,                 1.4978,                 1.5943,                 1.1857,                0.58813,                0.67766,                0.70081,                 0.5261,                0.59004,                0.63256,                0.68203,                0.51906,                0.96887,                 1.5933,                 1.7247,                 1.4917,             0.00061674,             0.00061674,             0.00061674
                      8,                0.84666,                 1.5042,                  1.506,                 1.1761,                0.70196,                0.67195,                0.72883,                0.52725,                0.65843,                0.64877,                0.69915,                0.53171,                0.96692,                 1.5967,                  1.574,                 1.4779,             0.00059136,             0.00059136,             0.00059136
                      9,                0.80252,                 1.4676,                 1.4226,                 1.1547,                0.70998,                0.67384,                 0.7181,                0.51587,                0.68309,                 0.6868,                 0.7129,                0.55533,                0.97311,                 1.5544,                 1.6026,                 1.4468,             0.00056598,             0.00056598,             0.00056598
                     10,                0.78522,                 1.4234,                 1.3719,                 1.1367,                0.70774,                0.70537,                0.75533,                0.56682,                0.68527,                0.67885,                0.72248,                0.58118,                0.92205,                 1.3431,                 1.4964,                 1.4348,             0.00054061,             0.00054061,             0.00054061
                     11,                0.75018,                 1.3295,                 1.3398,                 1.1219,                0.69231,                0.67852,                0.75642,                0.55997,                0.66798,                0.67455,                0.72021,                0.54811,                0.97097,                 1.6538,                 1.4831,                 1.4798,             0.00051523,             0.00051523,             0.00051523
                     12,                0.75763,                 1.3471,                 1.2565,                 1.1126,                0.66939,                0.73668,                0.75433,                0.56482,                0.68291,                0.65026,                0.71012,                0.55126,                0.91686,                 1.5319,                 1.3819,                 1.4073,             0.00048985,             0.00048985,             0.00048985
                     13,                 0.7432,                 1.3396,                 1.2275,                 1.1073,                0.72555,                0.73217,                0.76307,                0.56425,                0.67413,                0.71319,                 0.7215,                0.55231,                0.90367,                 1.4262,                  1.355,                 1.4072,             0.00046448,             0.00046448,             0.00046448
                     14,                0.70421,                  1.255,                 1.1813,                 1.0951,                0.74083,                0.73039,                0.80548,                0.62281,                0.71591,                0.70506,                0.77492,                0.61066,                0.82764,                 1.3138,                 1.2791,                 1.3168,              0.0004391,              0.0004391,              0.0004391
                     15,                0.69191,                 1.2442,                 1.1187,                 1.0871,                0.70543,                0.73973,                0.78297,                0.60353,                0.68613,                0.71955,                0.74944,                0.59578,                0.84762,                 1.3747,                 1.2926,                 1.3363,             0.00041372,             0.00041372,             0.00041372
