                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.90748,                 2.2756,                  3.388,                 1.2531,                0.76192,                 0.0216,                0.16871,                0.12793,                0.76192,                 0.0216,                0.16546,                0.12631,                0.86516,                 1.8006,                 3.1772,                 1.4009,             0.00025064,             0.00025064,             0.00025064
                      2,                  0.921,                 1.7845,                  2.454,                 1.2543,                0.32783,                0.41225,                0.36882,                0.25413,                0.30037,                 0.3974,                0.34978,                0.25751,                 1.0465,                 1.7199,                 2.5146,                 1.5441,             0.00049693,             0.00049693,             0.00049693
                      3,                0.94696,                 1.7234,                 2.1325,                 1.2582,                0.35915,                0.55981,                0.42299,                0.27903,                0.35963,                0.51196,                0.40118,                0.29269,                 1.1232,                 1.9477,                 2.7777,                 1.6752,             0.00073308,             0.00073308,             0.00073308
                      4,                0.91513,                  1.678,                 1.9087,                 1.2233,                0.45008,                0.51704,                0.47731,                0.30738,                0.39977,                0.49021,                 0.4398,                0.28381,                 1.2328,                 2.3804,                 2.6161,                 1.8592,             0.00072332,             0.00072332,             0.00072332
                      5,                0.90034,                 1.6543,                 1.7343,                 1.2196,                0.46954,                0.48632,                0.51207,                0.34731,                0.46418,                0.47988,                0.49377,                0.35071,                 1.1197,                 1.9149,                 2.5202,                 1.6292,              0.0007081,              0.0007081,              0.0007081
                      6,                0.85812,                 1.6142,                 1.6631,                 1.1942,                0.58365,                0.57333,                0.61839,                0.44448,                0.56212,                0.55564,                 0.5825,                0.42678,                 1.0455,                 2.0219,                 1.8982,                 1.5455,             0.00069287,             0.00069287,             0.00069287
                      7,                0.83805,                  1.519,                 1.6406,                 1.1923,                0.54623,                0.50594,                0.51557,                0.32749,                0.51554,                 0.4671,                0.47827,                 0.3047,                 1.1154,                 2.0752,                 2.2342,                 1.5911,             0.00067764,             0.00067764,             0.00067764
                      8,                0.84729,                 1.5415,                 1.5589,                 1.1818,                0.68503,                0.67536,                0.67609,                0.46484,                0.66754,                  0.665,                0.65304,                0.47598,                 1.0316,                 1.7561,                 1.6975,                 1.5198,             0.00066242,             0.00066242,             0.00066242
                      9,                0.81794,                 1.5111,                 1.4381,                 1.1625,                 0.7525,                0.61957,                0.73002,                0.52261,                0.73688,                0.61493,                0.70136,                0.54035,                0.93626,                 1.6151,                 1.5229,                 1.4436,             0.00064719,             0.00064719,             0.00064719
                     10,                0.80254,                 1.4948,                 1.3853,                 1.1449,                0.58309,                 0.6248,                0.63169,                0.45694,                0.56616,                0.59857,                0.60794,                0.44404,                0.96234,                   1.66,                 1.7499,                 1.4439,             0.00063196,             0.00063196,             0.00063196
                     11,                0.76854,                 1.3987,                  1.381,                 1.1308,                0.59349,                0.70414,                0.70409,                0.49872,                0.58468,                0.68976,                0.68119,                0.50555,                0.97261,                 1.6074,                 1.5171,                 1.4609,             0.00061674,             0.00061674,             0.00061674
                     12,                0.78388,                 1.3726,                 1.2963,                 1.1219,                0.74858,                0.61097,                0.69378,                0.50869,                0.72345,                0.59891,                0.66579,                0.51127,                0.99141,                 1.5135,                  1.622,                 1.5013,             0.00060151,             0.00060151,             0.00060151
                     13,                0.76599,                  1.397,                 1.2717,                 1.1214,                0.70624,                0.82224,                0.81465,                0.60636,                0.70849,                0.80387,                0.79165,                0.60768,                0.91751,                 1.3872,                 1.3855,                 1.3895,             0.00058629,             0.00058629,             0.00058629
                     14,                0.72681,                 1.3142,                 1.2222,                 1.1141,                0.73894,                0.71932,                0.75757,                0.54332,                0.72838,                0.70814,                0.73261,                0.54581,                0.92256,                 1.5014,                 1.4257,                 1.4242,             0.00057106,             0.00057106,             0.00057106
                     15,                0.71761,                 1.3029,                 1.1684,                 1.1061,                0.72837,                0.72941,                0.77599,                0.53826,                0.70529,                0.70208,                0.73579,                0.53696,                 1.0032,                 1.5854,                 1.4322,                 1.5092,             0.00055583,             0.00055583,             0.00055583
                     16,                0.73205,                 1.3016,                 1.1438,                 1.1015,                0.69621,                0.74308,                 0.7731,                0.58907,                0.67551,                0.73611,                0.74988,                0.59606,                0.87861,                 1.3446,                 1.2523,                 1.3637,             0.00054061,             0.00054061,             0.00054061
                     17,                0.70065,                 1.2407,                 1.0838,                 1.0795,                0.76676,                0.69792,                0.77705,                0.59857,                0.76213,                0.68858,                0.76255,                0.58979,                0.84845,                 1.3935,                 1.3119,                 1.3511,             0.00052538,             0.00052538,             0.00052538
                     18,                0.70861,                 1.2769,                 1.1302,                 1.0887,                0.62032,                0.75311,                0.73991,                0.55247,                0.61921,                0.73488,                0.73773,                0.55018,                0.84977,                 1.3406,                 1.3427,                 1.3498,             0.00051015,             0.00051015,             0.00051015
                     19,                0.67484,                 1.1862,                 1.0606,                 1.0798,                0.71298,                0.78492,                0.80331,                 0.6054,                0.69148,                  0.759,                0.76892,                0.59941,                0.84392,                 1.4401,                 1.3607,                 1.3442,             0.00049493,             0.00049493,             0.00049493
                     20,                0.68569,                 1.2036,                 1.0451,                 1.0866,                0.72047,                0.75616,                0.80424,                0.61692,                0.71552,                 0.7539,                0.78591,                0.62923,                0.81728,                 1.2756,                 1.2418,                 1.3235,              0.0004797,              0.0004797,              0.0004797
                     21,                0.65911,                 1.1709,                0.97803,                  1.061,                0.82844,                0.67739,                0.81764,                 0.6306,                0.80286,                0.66359,                0.78391,                0.61673,                0.81528,                 1.3529,                 1.1753,                 1.3201,             0.00046448,             0.00046448,             0.00046448
                     22,                0.64698,                 1.1895,                0.97018,                 1.0509,                0.80141,                0.80279,                0.85676,                0.67376,                0.78669,                0.78552,                0.82019,                0.63984,                 0.7837,                 1.4236,                 1.0488,                 1.2937,             0.00044925,             0.00044925,             0.00044925
                     23,                 0.6356,                 1.1033,                0.93701,                 1.0539,                0.78697,                0.77101,                0.82507,                0.64823,                0.78227,                 0.7759,                0.81572,                0.64967,                0.80411,                 1.2827,                 1.1111,                 1.2903,             0.00043402,             0.00043402,             0.00043402
                     24,                0.63836,                 1.1429,                0.95334,                 1.0433,                0.81844,                 0.6972,                0.80341,                0.61388,                0.81074,                 0.6865,                0.77745,                0.62979,                0.81376,                 1.3513,                 1.2537,                  1.322,              0.0004188,              0.0004188,              0.0004188
                     25,                0.62773,                 1.1162,                0.91744,                 1.0384,                0.79399,                0.81962,                0.83344,                0.63981,                0.77416,                0.78271,                0.79796,                0.64722,                0.84004,                  1.335,                 1.1247,                 1.3345,             0.00040357,             0.00040357,             0.00040357
                     26,                0.62557,                 1.1081,                0.90162,                 1.0444,                0.76432,                0.76611,                 0.8158,                0.63427,                0.74613,                0.74989,                0.78636,                0.64158,                0.80772,                 1.2368,                 1.0827,                 1.3098,             0.00038835,             0.00038835,             0.00038835
                     27,                0.60583,                 1.0518,                0.88969,                 1.0365,                0.75595,                0.74224,                0.80915,                0.63031,                0.74082,                0.71812,                0.77735,                0.63721,                0.81199,                 1.3223,                 1.1504,                 1.3287,             0.00037312,             0.00037312,             0.00037312
                     28,                0.61012,                 1.0672,                0.87371,                 1.0355,                0.80085,                0.82168,                0.85122,                0.67531,                0.79436,                0.80461,                0.82744,                0.68196,                0.74372,                 1.2681,                0.96083,                   1.27,             0.00035789,             0.00035789,             0.00035789
                     29,                0.60651,                 1.0694,                0.86374,                 1.0306,                0.84577,                0.82248,                0.87462,                 0.7066,                 0.8448,                0.81848,                0.85133,                0.69884,                0.76028,                 1.1947,                 0.8805,                 1.2683,             0.00034267,             0.00034267,             0.00034267
                     30,                0.62811,                 1.0982,                  0.853,                 1.0437,                0.78351,                0.74383,                0.82849,                0.65997,                0.77509,                0.74495,                0.81831,                  0.663,                0.75535,                  1.202,                0.98872,                 1.2755,             0.00032744,             0.00032744,             0.00032744
                     31,                0.57897,                  1.001,                0.83637,                 1.0199,                0.82465,                0.80742,                0.86974,                0.69182,                0.79995,                0.78499,                0.83819,                 0.6848,                0.78384,                 1.2126,                0.94068,                 1.2895,             0.00031221,             0.00031221,             0.00031221
                     32,                0.58139,                 1.0249,                0.83225,                 1.0283,                0.88096,                 0.8234,                0.89522,                0.70879,                0.88051,                0.80011,                0.87073,                0.70716,                 0.7487,                 1.2201,                0.87598,                 1.2686,             0.00029699,             0.00029699,             0.00029699
