                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.56821,                0.95333,                0.79559,                  1.016,                0.80801,                0.77162,                0.84273,                 0.6705,                0.80078,                0.75824,                0.82416,                0.68251,                0.73474,                 1.1887,                0.93555,                 1.2583,             0.00028176,             0.00028176,             0.00028176
                     34,                0.55274,                 0.9722,                 0.7674,                 1.0121,                0.80589,                0.81524,                0.84822,                0.68276,                0.80431,                0.81271,                0.84949,                0.68756,                0.75047,                 1.2144,                0.92465,                 1.2723,             0.00026654,             0.00026654,             0.00026654
                     35,                0.55432,                0.96438,                 0.7691,                  1.024,                0.80662,                0.83932,                 0.8587,                0.69546,                0.79165,                0.82518,                0.83051,                0.68368,                0.73348,                 1.2698,                0.90078,                 1.2483,             0.00025131,             0.00025131,             0.00025131
                     36,                 0.5605,                0.96661,                0.75998,                 1.0061,                0.80248,                0.81771,                0.86906,                0.69001,                0.78243,                0.79234,                0.83505,                0.68561,                0.72799,                 1.1874,                0.87647,                 1.2513,             0.00023608,             0.00023608,             0.00023608
                     37,                0.54032,                0.93836,                0.73448,                 1.0006,                0.81706,                0.81415,                0.86432,                0.68458,                0.80185,                0.79905,                0.82618,                0.68008,                0.75247,                 1.2153,                0.86965,                 1.2719,             0.00022086,             0.00022086,             0.00022086
                     38,                0.52488,                0.89323,                0.70295,                0.99165,                0.82822,                0.88762,                0.89592,                0.71568,                 0.8094,                0.86804,                0.86515,                0.70625,                0.71604,                 1.2027,                0.78973,                 1.2463,             0.00020563,             0.00020563,             0.00020563
                     39,                0.52693,                0.92116,                0.75214,                 1.0003,                0.85339,                0.74115,                0.85382,                0.69326,                 0.8368,                 0.7298,                0.82956,                0.69521,                0.71037,                 1.1685,                0.93979,                 1.2301,              0.0001904,              0.0001904,              0.0001904
                     40,                0.52054,                0.91229,                0.69791,                0.98756,                 0.8362,                 0.8504,                0.88033,                 0.7085,                0.81184,                0.83653,                0.85499,                  0.724,                0.70509,                 1.1011,                0.84354,                  1.227,             0.00017518,             0.00017518,             0.00017518
                     41,                0.55712,                0.95442,                0.83683,                 1.0482,                0.84588,                0.78748,                0.85402,                 0.6786,                 0.8358,                0.77063,                0.83309,                0.68701,                0.73957,                 1.1475,                0.99343,                 1.2565,             0.00015995,             0.00015995,             0.00015995
                     42,                0.51996,                0.87736,                0.70332,                 1.0173,                0.87618,                0.75573,                0.87891,                0.70067,                0.82512,                0.75954,                0.84286,                0.70475,                0.72886,                 1.1415,                0.87366,                 1.2401,             0.00014473,             0.00014473,             0.00014473
                     43,                 0.5141,                0.80452,                0.66878,                 1.0231,                0.83412,                0.85165,                0.87959,                0.71435,                0.81604,                0.83357,                0.85371,                0.70875,                0.71327,                 1.1467,                0.80591,                 1.2338,              0.0001295,              0.0001295,              0.0001295
                     44,                0.49178,                0.77256,                0.63543,                 1.0013,                0.87387,                  0.777,                 0.8647,                0.71716,                0.86418,                0.77708,                0.85297,                0.71305,                0.69308,                 1.1383,                0.85176,                 1.2281,             0.00011427,             0.00011427,             0.00011427
                     45,                0.48458,                0.76636,                0.61725,                 0.9973,                0.84994,                0.80626,                0.87198,                0.72775,                0.84063,                0.79055,                0.85329,                0.71899,                0.67493,                 1.0989,                0.79833,                 1.2053,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     46,                0.48306,                0.73677,                0.60166,                0.99195,                0.84506,                 0.8149,                0.87714,                0.72354,                 0.8268,                0.80184,                0.85034,                0.72059,                0.69647,                 1.1169,                0.81332,                 1.2216,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     47,                0.47908,                 0.7277,                0.59541,                 1.0138,                0.85736,                0.80796,                0.87605,                0.73285,                 0.8598,                0.80299,                0.86525,                0.72327,                0.66311,                  1.089,                0.80231,                 1.1929,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     48,                 0.4595,                 0.7043,                0.57758,                0.98534,                 0.8599,                0.83497,                0.90113,                0.74338,                0.85691,                0.81933,                0.88019,                0.73267,                0.66169,                 1.0755,                0.76304,                 1.2017,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     49,                0.44912,                0.69732,                0.56861,                0.97936,                0.87084,                0.83681,                0.90264,                0.74485,                0.86109,                0.82682,                0.87935,                0.73491,                0.66281,                 1.0666,                0.75337,                  1.205,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     50,                0.45177,                0.71082,                0.55945,                0.98293,                0.90491,                0.80524,                0.89853,                0.73755,                0.89235,                 0.7964,                0.87678,                0.73335,                0.65607,                 1.0767,                0.75651,                 1.1963,             2.2916e-05,             2.2916e-05,             2.2916e-05
