(냉)대구,(원양)러시아,2L,PAN(펜),100,"45,000","45,000","45,000",2012-04-03,,,
(가공)대구,(원양)러시아,중,CT/(BT),20,"60,000","60,000","60,000",2012-04-03,,,
(선)문어,속초,중,S/P,5,"200,000","10,000","65,000",2012-04-03,,,
(선)민어,목포,3미,S/P,95.8,"7,000","6,500","6,900",2012-04-03,,,
(선)밀복,마산,중,kg,100,"8,000","8,000","8,000",2012-04-03,,,
(선)붉은대게,후포,6미,S/P,80,"5,000","5,000","5,000",2012-04-03,,,
(선)삼치,여수,중,c/s(상자),13,"12,000","12,000","12,000",2012-04-03,,,
(선)연자돔,제주도,10미,S/P,1,"30,000","30,000","30,000",2012-04-03,,,
(가공)염고등어,부산(기장),20손,CT/(BT),79,"14,000","14,000","14,000",2012-04-03,,,
(활)전복,완도,15미,kg,58.6,"27,000","27,000","27,000",2012-04-03,,,
(활)진주담치,통영,대,그물망,20,"12,000","12,000","12,000",2012-04-03,,,
(활)키조개,장항,15미,box,20,"21,000","21,000","21,000",2012-04-03,,,
(활)키조개,장항,20미,box,60,"20,000","20,000","20,000",2012-04-03,,,
(선)홍다리얼룩새우,태국,15미,kg,10,"20,000","20,000","20,000",2012-04-03,,,
(선)대게,속초,33미,S/P,3,"70,000","70,000","70,000",2012-04-03,,,
(선)대구,중국,5미,S/P,116,"50,000","30,000","36,700",2012-04-03,,,
(선)대구,중국,4미,S/P,32,"50,000","31,500","40,800",2012-04-03,,,
(선)도루묵,속초,40미,S/P,140,"10,000","8,000","9,400",2012-04-03,,,
(활)물바지락,삼천포,2봉,box,10,"30,000","30,000","30,000",2012-04-03,,,
(선)미더덕,통영,소,box,44,"9,000","7,000","8,400",2012-04-03,,,
(선)미더덕,마산,대,box,8,"30,000","30,000","30,000",2012-04-03,,,
(선)병어,삼천포,40미,S/P,2,"250,000","250,000","250,000",2012-04-03,,,
(선)복어,부산(기장),중,S/P,137,"18,500","11,000","16,300",2012-04-03,,,
(활)새꼬막,순천,대,그물망,10,"33,000","33,000","33,000",2012-04-03,,,
(활)새꼬막,벌교,소,포,48,"14,000","14,000","14,000",2012-04-03,,,
(선)아귀,중국,3미,S/P,48,"40,000","25,000","30,500",2012-04-03,,,
(선)연자돔,제주도,15미,S/P,3,"127,000","127,000","127,000",2012-04-03,,,
(냉)오징어,포항,20미,S/P,49,"27,000","27,000","27,000",2012-04-03,,,
(냉)오징어,주문진,20미,S/P,300,"30,000","30,000","30,000",2012-04-03,,,
(활)전복,완도,40미,kg,22.8,"16,000","16,000","16,000",2012-04-03,,,
(선)쭈꾸미,태국,소,box,30,"30,000","30,000","30,000",2012-04-03,,,
(선)쭈꾸미,군산,10코,box,159,"54,000","44,000","50,700",2012-04-03,,,
(냉)참조기,제주도,160미,S/P,10,"45,000","40,000","41,000",2012-04-03,,,
(활)피꼬막(피조개),순천,중,그물망,10,"40,000","40,000","40,000",2012-04-03,,,
(선)깐바지락,남해,소,box,21,"12,000","2,000","10,100",2012-04-03,,,
(선)대게,러시아,중,kg,79.2,"21,000","5,000","14,900",2012-04-03,,,
(냉)명태,(원양)러시아,9통,PAN(펜),50,"28,700","28,700","28,700",2012-04-03,,,
(선)민어,목포,4미,S/P,12,"7,000","7,000","7,000",2012-04-03,,,
(선)민어,목포,1미,S/P,673.8,"7,000","6,000","6,500",2012-04-03,,,
(선)삼치,부산(기장),중,S/P,68,"25,000","25,000","25,000",2012-04-03,,,
(활)소라,여수,중,box,1,"75,000","75,000","75,000",2012-04-03,,,
(냉)오징어,주문진,20미,CT/(BT),160,"25,000","22,500","23,400",2012-04-03,,,
(선)잡어,제주도,중,S/P,3,"13,000","11,000","11,700",2012-04-03,,,
(활)전복,완도,5/6미,kg,7,"88,000","88,000","88,000",2012-04-03,,,
(활)전복,완도,16미,kg,77.1,"28,000","26,000","27,400",2012-04-03,,,
(활)전복,완도,20미,kg,165.4,"27,000","25,000","26,300",2012-04-03,,,
(활)전복,완도,18/19미,kg,22.6,"26,000","26,000","26,000",2012-04-03,,,
(활)전복,완도,16/17미,kg,66.6,"30,000","29,000","29,300",2012-04-03,,,
(선)참조기,제주도,130미,S/P,25,"170,000","100,000","127,800",2012-04-03,,,
(선)홍어,중국,13미,S/P,3,"100,000","100,000","100,000",2012-04-03,,,
(냉)홍어,캐나다,중,CT/(BT),20,"130,000","130,000","130,000",2012-04-03,,,
(선)가자미,방어진,8미,S/P,37,"10,000","7,000","7,200",2012-04-03,,,
(선)가자미,방어진,80미,S/P,24,"70,000","70,000","70,000",2012-04-03,,,
(선)가자미,속초,중,S/P,24,"10,000","8,000","8,900",2012-04-03,,,
(선)낙지,제주도,중,S/P,15,"50,000","50,000","50,000",2012-04-03,,,
(선)낙지,중국,13미,box,6,"35,000","35,000","35,000",2012-04-03,,,
(가공)명란,(원양)러시아,중,CT/(BT),23,"130,000","130,000","130,000",2012-04-03,,,
(선)물가자미,부산(기장),중,S/P,150,"10,000","10,000","10,000",2012-04-03,,,
(선)병어,삼천포,38미,S/P,1,"250,000","250,000","250,000",2012-04-03,,,
(선)병어,부산(기장),4미,S/P,3,"30,000","30,000","30,000",2012-04-03,,,
(선)아귀,통영,중,S/P,16.6,"7,000","7,000","7,000",2012-04-03,,,
(선)은갈치,제주도,10미,S/P,13,"165,000","115,000","134,800",2012-04-03,,,
(선)은갈치,제주도,14미,S/P,1,"60,000","60,000","60,000",2012-04-03,,,
(선)잡어,부산(기장),중,S/P,3,"10,000","10,000","10,000",2012-04-03,,,
(활)전복,완도,17미,kg,100,"27,000","26,000","26,300",2012-04-03,,,
(냉)쭈꾸미,베트남,중,CT/(BT),2,"18,000","18,000","18,000",2012-04-03,,,
(선)참조기,제주도,40미,S/P,2,"120,000","120,000","120,000",2012-04-03,,,
(선)통치,제주도,중,S/P,8,"80,000","60,000","67,500",2012-04-03,,,
(활)피꼬막(피조개),남해,중,그물망,20,"40,000","40,000","40,000",2012-04-03,,,
(선)홍어,중국,6미,S/P,1,"130,000","130,000","130,000",2012-04-03,,,
(냉)가오리,스페인,중,PAN(펜),39,"30,000","30,000","30,000",2012-04-03,,,
(활)감성돔,충무,중,kg,2.3,"40,000","40,000","40,000",2012-04-03,,,
(선)금태,제주도,18미,S/P,1,"30,000","30,000","30,000",2012-04-03,,,
(선)만디,통영,2봉,box,60,"5,000","5,000","5,000",2012-04-03,,,
(선)백조기,삼천포,12미,S/P,2,"5,000","5,000","5,000",2012-04-03,,,
(선)삼치,삼천포,중,S/P,5,"80,000","80,000","80,000",2012-04-03,,,
(선)삼치,부산(기장),10미,S/P,218,"25,000","20,000","20,500",2012-04-03,,,
(활)새꼬막,남해,대,그물망,30,"57,000","57,000","57,000",2012-04-03,,,
(선)아귀,중국,4미,S/P,18,"40,000","30,000","38,300",2012-04-03,,,
(선)아귀,제주도,10미,S/P,1,"50,000","50,000","50,000",2012-04-03,,,
(선)은갈치,제주도,15미,S/P,1,"90,000","90,000","90,000",2012-04-03,,,
(선)은갈치,제주도,5미,S/P,23,"170,000","166,000","167,200",2012-04-03,,,
(선)전갱이,부산(기장),중,S/P,61,"15,000","6,000","12,000",2012-04-03,,,
(활)전복,완도,11/12미,kg,11.1,"42,000","42,000","42,000",2012-04-03,,,
(활)전복,완도,14/15미,kg,74,"33,000","30,000","31,100",2012-04-03,,,
(활)전복,고흥,15/16미,kg,24.8,"26,000","26,000","26,000",2012-04-03,,,
(활)참숭어,인천,중,kg,335.8,"5,000","3,300","3,900",2012-04-03,,,
(활)참숭어,군산,중,kg,403.2,"9,000",500,"3,500",2012-04-03,,,
(선)홍다리얼룩새우,태국,25미,kg,40,"18,000","18,000","18,000",2012-04-03,,,
(선)홍다리얼룩새우,태국,20미,kg,30,"19,000","19,000","19,000",2012-04-03,,,
(선)갯장어,삼천포,중,S/P,5,"120,000","120,000","120,000",2012-04-03,,,
(선)검복,통영,중,S/P,61.7,"20,000","19,000","19,200",2012-04-03,,,
(선)대구,중국,1미,S/P,10,"30,000","30,000","30,000",2012-04-03,,,
(선)도다리,보령,중,c/s(상자),10,"37,000","37,000","37,000",2012-04-03,,,
(선)만디,통영,소,box,107,"5,200","5,000","5,100",2012-04-03,,,
(활)물바지락,여수,대,box,8,"14,000","14,000","14,000",2012-04-03,,,
(활)바위굴,통영,대,box,11,"15,500","15,500","15,500",2012-04-03,,,
(선)병어,부산(기장),32미,S/P,1,"300,000","300,000","300,000",2012-04-03,,,
(선)병어,삼천포,32미,S/P,1,"300,000","300,000","300,000",2012-04-03,,,
(선)병어,부산(기장),40미,S/P,6,"250,000","250,000","250,000",2012-04-03,,,
(가공)봉굴,통영,대,box,5,"25,000","25,000","25,000",2012-04-03,,,
(선)삼치,삼천포,8미,S/P,2,"12,000","12,000","12,000",2012-04-03,,,
(선)아귀,제주도,중,S/P,39,"70,000","25,000","39,400",2012-04-03,,,
(냉)아귀,미국,7미,CT/(BT),5,"120,000","120,000","120,000",2012-04-03,,,
(활)우럭,충무,중,kg,"1,775.5","9,500","2,000","5,900",2012-04-03,,,
(활)우럭,거문도,중,kg,651.9,"7,300","2,000","6,200",2012-04-03,,,
(활)전복,완도,12미,kg,76,"40,000","38,000","39,000",2012-04-03,,,
(선)전어,포항,중,c/s(상자),110,"8,000","8,000","8,000",2012-04-03,,,
(활)해삼,마산,소,box,51,"27,000","20,000","24,800",2012-04-03,,,
(냉)홍어,스페인,중,PAN(펜),35,"80,000","70,000","72,900",2012-04-03,,,
(선)가자미,방어진,대,S/P,5,"100,000","100,000","100,000",2012-04-03,,,
(선)낙지,중국,10미,box,1,"30,000","30,000","30,000",2012-04-03,,,
(냉)낙지,중국,300/400,CT/(BT),50,"33,000","33,000","33,000",2012-04-03,,,
(선)대구,중국,10미,S/P,11,"40,000","30,000","36,400",2012-04-03,,,
(선)대구,중국,3미,S/P,69,"55,000","35,000","42,600",2012-04-03,,,
(선)대구,중국,2미,S/P,120,"50,000","30,000","40,500",2012-04-03,,,
(선)대구,중국,9미,S/P,18,"46,500","40,000","41,100",2012-04-03,,,
(활)멍게,통영,대,box,129,"22,000","20,000","21,900",2012-04-03,,,
(선)명태,일본,16미,S/P,10,"60,000","60,000","60,000",2012-04-03,,,
(선)볼락,제주도,중,S/P,2,"60,000","60,000","60,000",2012-04-03,,,
(냉)삼치,부산(기장),26미,CT/(BT),149,"68,000","68,000","68,000",2012-04-03,,,
(선)아귀,중국,2미,S/P,46,"40,000","25,000","30,500",2012-04-03,,,
(선)아귀,제주도,4미,S/P,15,"35,000","35,000","35,000",2012-04-03,,,
(냉)아귀,중국,6미,CT/(BT),10,"90,000","90,000","90,000",2012-04-03,,,
(선)은갈치,제주도,9미,S/P,4,"163,000","163,000","163,000",2012-04-03,,,
(활)참숭어,나로도,중,kg,767.8,"10,000","1,000","3,900",2012-04-03,,,
(선)홍어,중국,5미,S/P,5,"130,000","130,000","130,000",2012-04-03,,,
(냉)홍어,중국,중,box,40,"80,000","80,000","80,000",2012-04-03,,,
(냉)흰다리새우,말레이지아,40미,kg,210,"9,000","9,000","9,000",2012-04-03,,,
(선)간재미,인천,중,kg,"1,233","8,500","2,000","4,800",2012-04-03,,,
(선)갈치,부산(기장),30미,S/P,160,"20,000","20,000","20,000",2012-04-03,,,
(선)명태,러시아,M,S/P,20,"60,000","60,000","60,000",2012-04-03,,,
(활)민물장어,고창,중,kg,315,"20,000","20,000","20,000",2012-04-03,,,
(선)민어,군산,중,S/P,"1,043.9","10,000","6,500","6,700",2012-04-03,,,
(활)전복,고흥,14/15미,kg,23.1,"28,000","27,000","27,500",2012-04-03,,,
(활)쭈꾸미,서산,소,그물망,387,"70,000","60,000","64,000",2012-04-03,,,
(선)쭈꾸미,장항,15코,box,1,"12,000","12,000","12,000",2012-04-03,,,
