(선)깐굴,남해,소,box,215,"25,000","10,000","13,100",2012-04-05,,,
(선)깐바지락,여수,대,box,15,"115,000","115,000","115,000",2012-04-05,,,
(선)낙지,중국,12미,box,2,"42,500","42,500","42,500",2012-04-05,,,
(냉)명태,(원양)러시아,8통,PAN(펜),300,"26,000","13,000","18,200",2012-04-05,,,
(활)물바지락,남해,대,box,5,"38,000","38,000","38,000",2012-04-05,,,
(선)민어,목포,중,kg,17.6,"9,000","9,000","9,000",2012-04-05,,,
(냉)수꽃게,중국,200/300,S/P,40,"35,000","35,000","35,000",2012-04-05,,,
(냉)오징어,부산(기장),20미,S/P,200,"32,000","32,000","32,000",2012-04-05,,,
(선)은갈치,제주도,4미,S/P,4,"166,000","166,000","166,000",2012-04-05,,,
(활)전복,완도,9/10미,kg,22.1,"54,000","53,000","53,500",2012-04-05,,,
(활)전복,완도,10미,kg,53.4,"46,000","45,000","45,200",2012-04-05,,,
(선)참복,부산(기장),대,S/P,96.4,"20,000","13,000","14,100",2012-04-05,,,
(활)토바지락,중국,대,box,322,"8,200","7,900","8,000",2012-04-05,,,
(냉건)갈치포,삼천포,중,S/P,1,"25,000","25,000","25,000",2012-04-05,,,
(활)감숭어,추자도,중,kg,916.1,"7,000",500,"2,700",2012-04-05,,,
(선)깐굴,통영,소,box,"1,118","18,000","5,500","10,600",2012-04-05,,,
(냉)꽁치,태평양,3L,CT/(BT),306,"25,700","25,700","25,700",2012-04-05,,,
(선)대구,중국,6미,S/P,106,"35,000","30,000","30,000",2012-04-05,,,
(선)문어,포항,대,S/P,58,"130,000","7,000","17,800",2012-04-05,,,
(활)바위굴,마산,대,box,115,"16,500","16,000","16,100",2012-04-05,,,
(활)뿔소라,제주도,대,box,5,"90,000","90,000","90,000",2012-04-05,,,
(선)삼치,부산(기장),8미,S/P,40,"20,000","20,000","20,000",2012-04-05,,,
(냉)암꽃게,서산,4단,CT/(BT),112,"50,000","50,000","50,000",2012-04-05,,,
(선)왕게,미국,중,kg,31.3,"15,000","5,000","10,200",2012-04-05,,,
(냉)은갈치,제주도,중,S/P,16,"160,000","160,000","160,000",2012-04-05,,,
(선)잡어,보령,중,S/P,2,"10,000","10,000","10,000",2012-04-05,,,
(선)잡어,통영,중,S/P,22.7,"10,000",500,"1,700",2012-04-05,,,
(활)진주담치,마산,대,그물망,102,"16,000","12,000","13,300",2012-04-05,,,
(활)진주담치,여수,대,그물망,489,"15,000","12,000","12,600",2012-04-05,,,
(선)참조기,제주도,중,S/P,3,"50,000","50,000","50,000",2012-04-05,,,
(선)해남,삼천포,바라,S/P,1,"5,000","5,000","5,000",2012-04-05,,,
(냉)홍어,스페인,중,CT/(BT),41,"80,000","60,000","74,600",2012-04-05,,,
(선)간재미,완도,중,kg,4,"180,000","180,000","180,000",2012-04-05,,,
(활)겉삐뚜리,진도,중,그물망,36,"75,000","75,000","75,000",2012-04-05,,,
(선)고등어,부산(기장),24미,S/P,105,"30,000","30,000","30,000",2012-04-05,,,
(선)깐굴,마산,소,box,10,"14,500","14,500","14,500",2012-04-05,,,
(선)깐바지락,삼천포,소,box,491,"14,000","9,500","12,100",2012-04-05,,,
(선)깐바지락,삼천포,2봉,box,20,"20,400","20,400","20,400",2012-04-05,,,
(선)깐바지락,중국,소,box,25,"6,000","6,000","6,000",2012-04-05,,,
(선)깐홍합,마산,소,box,10,"2,500","2,500","2,500",2012-04-05,,,
(선)낙지,중국,21미,box,13,"53,000","38,000","41,200",2012-04-05,,,
(선)도루묵,속초,중,S/P,110,"5,000","5,000","5,000",2012-04-05,,,
(선)만디,마산,2봉,box,40,"5,000","5,000","5,000",2012-04-05,,,
(선)미더덕,마산,소,box,241,"10,500","4,000","8,000",2012-04-05,,,
(선)민어,제주도,중,S/P,13,"60,000","50,000","54,600",2012-04-05,,,
(활)붕장어,통영,중,kg,60,"10,000","10,000","10,000",2012-04-05,,,
(선)아귀,중국,1미,S/P,10,"40,000","40,000","40,000",2012-04-05,,,
(냉)잡어,삼천포,60미,S/P,7,"5,000","5,000","5,000",2012-04-05,,,
(활)잿방어,제주도,중,kg,57.7,"22,000","19,000","20,400",2012-04-05,,,
(활)전복,완도,9미,kg,35,"54,000","49,000","52,600",2012-04-05,,,
(냉)흰다리새우,에콰도르,40미,kg,24,"9,000","9,000","9,000",2012-04-05,,,
(냉)가오리,(원양)아르헨티나,중,CT/(BT),70,"30,000","30,000","30,000",2012-04-05,,,
(냉)고등어,중국,22미,CT/(BT),30,"10,000","10,000","10,000",2012-04-05,,,
(선)금태,제주도,대,S/P,1,"50,000","50,000","50,000",2012-04-05,,,
(선)깐굴,고흥,소,box,7,"15,000","15,000","15,000",2012-04-05,,,
(냉)꽁치,대만,특대,CT/(BT),230,"26,000","23,700","24,000",2012-04-05,,,
(냉)낙지,중국,200/300,CT/(BT),200,"28,000","28,000","28,000",2012-04-05,,,
(선)대구,보령,9미,S/P,1,"60,000","60,000","60,000",2012-04-05,,,
(선)명태,러시아,2S,S/P,51,"30,000","30,000","30,000",2012-04-05,,,
(활)물바지락,남해,2봉,box,15,"38,000","38,000","38,000",2012-04-05,,,
(선)민어,목포,중,S/P,132,"10,000","8,000","8,700",2012-04-05,,,
(활)봉바지락,중국,대,box,98,"8,500","7,800","8,000",2012-04-05,,,
(선)삼치,여수,10미,S/P,30,"13,000","13,000","13,000",2012-04-05,,,
(활)새꼬막,순천,중,그물망,32,"85,000","9,000","32,800",2012-04-05,,,
(선)연어,노르웨이,중,S/P,810,"11,000","10,000","10,400",2012-04-05,,,
(냉)오징어,속초,20미,S/P,300,"32,000","32,000","32,000",2012-04-05,,,
(냉)임연수어,(원양)러시아,2L,PAN(펜),200,"55,300","45,000","50,200",2012-04-05,,,
(선)참돔,부산(기장),중,kg,75.8,"8,000","7,000","7,300",2012-04-05,,,
(선)참조기,목포,중,S/P,62,"170,000","50,000","119,800",2012-04-05,,,
(냉건)코다리명태,러시아,4X10,CT/(BT),14,"35,000","35,000","35,000",2012-04-05,,,
(선)해남,제주도,11미,S/P,1,"63,000","63,000","63,000",2012-04-05,,,
(선)가자미,제주도,중,S/P,5,"200,000","195,000","198,000",2012-04-05,,,
(활)겉삐뚜리,군산,중,그물망,1,"130,000","130,000","130,000",2012-04-05,,,
(선)깐홍합,여수,대,box,4,"30,000","30,000","30,000",2012-04-05,,,
(냉)꽁치,대만,68미,CT/(BT),100,"22,100","22,100","22,100",2012-04-05,,,
(활)넙치,인천,중,kg,1.9,"77,000","77,000","77,000",2012-04-05,,,
(선)대구,미국,중,S/P,4,"70,000","70,000","70,000",2012-04-05,,,
(선)대구,중국,8미,S/P,22,"33,000","29,000","30,500",2012-04-05,,,
(선)도다리,보령,중,S/P,1,"20,000","20,000","20,000",2012-04-05,,,
(선)명태,일본,14미,S/P,13,"50,000","50,000","50,000",2012-04-05,,,
(선)문어,후포,1미,S/P,29,"226,000","70,000","145,900",2012-04-05,,,
(냉)복어,삼천포,3단,S/P,5,"40,000","40,000","40,000",2012-04-05,,,
(활)새꼬막,순천,소,포,923,"22,000","10,000","14,300",2012-04-05,,,
(활)소라,군산,중,그물망,1,"145,000","145,000","145,000",2012-04-05,,,
(선)우럭,삼천포,대,S/P,20.7,"8,000","8,000","8,000",2012-04-05,,,
(활)전복,완도,8/9미,kg,68.6,"55,000","55,000","55,000",2012-04-05,,,
(선)쭈꾸미,중국,대,box,871,"48,000","38,000","46,200",2012-04-05,,,
(냉)참조기,목포,중,S/P,10,"170,000","170,000","170,000",2012-04-05,,,
(활)칼바지락,중국,대,box,605,"8,300","7,300","7,800",2012-04-05,,,
(냉건)코다리명태,러시아,4X14,CT/(BT),75,"34,000","34,000","34,000",2012-04-05,,,
(냉)홍어,(원양)아르헨티나,6/7미,CT/(BT),15,"130,000","130,000","130,000",2012-04-05,,,
(냉)갈치,제주도,45미,S/P,10,"108,000","108,000","108,000",2012-04-05,,,
(활)감숭어,동해시,중,kg,360.9,"5,000","1,000","3,400",2012-04-05,,,
(선)갯장어,삼천포,특대,S/P,2,"100,000","100,000","100,000",2012-04-05,,,
(선)깐굴,삼천포,소,box,331,"17,000","9,500","14,000",2012-04-05,,,
(선)낙지,중국,14미,box,20,"49,000","49,000","49,000",2012-04-05,,,
(활)문어,진도,중,kg,26.9,"17,000","11,000","12,900",2012-04-05,,,
(선)민어,보령,중,c/s(상자),135.6,"8,000","8,000","8,000",2012-04-05,,,
(선)볼락,목포,중,S/P,3,"60,000","60,000","60,000",2012-04-05,,,
(활)소라,고흥,대,box,3,"135,000","135,000","135,000",2012-04-05,,,
(냉)암꽃게,서산,3단,CT/(BT),56,"60,000","60,000","60,000",2012-04-05,,,
(냉)잡어,삼천포,40미,S/P,75,"6,000","6,000","6,000",2012-04-05,,,
(활)전복,완도,18미,kg,9.9,"27,000","27,000","27,000",2012-04-05,,,
(냉)절단게,바레인,중,CT/(BT),2,"30,000","30,000","30,000",2012-04-05,,,
(활)점성어,중국,중,kg,165.7,"11,000","4,000","9,600",2012-04-05,,,
(활)쭈꾸미,중국,중,가구,40,"66,000","66,000","66,000",2012-04-05,,,
(선)쭈꾸미,장항,7코,box,1,"45,000","45,000","45,000",2012-04-05,,,
(활)참돔,완도,중,kg,2.8,"33,000","33,000","33,000",2012-04-05,,,
(활)칼바지락,기타(국내),대,box,50,"12,500","12,500","12,500",2012-04-05,,,
(활)토바지락,기타(국내),대,box,100,"6,000","5,500","5,800",2012-04-05,,,
(가공)가오리날개살,브라질,중,CT/(BT),50,"37,000","37,000","37,000",2012-04-05,,,
(활)감숭어,거제도,중,kg,"1,605.8","8,000",500,"3,700",2012-04-05,,,
(냉)고등어,부산(기장),78미,CT/(BT),30,"37,000","37,000","37,000",2012-04-05,,,
(냉)고등어,중국,400/500,CT/(BT),50,"30,000","18,000","28,800",2012-04-05,,,
(선)깐바지락,순천,2봉,box,23,"19,000","19,000","19,000",2012-04-05,,,
(선)낙지,중국,17미,box,20,"52,500","52,500","52,500",2012-04-05,,,
(선)넙치,부산(기장),대,S/P,1,"50,000","50,000","50,000",2012-04-05,,,
(선)만디,마산,소,box,476,"8,000","3,000","4,600",2012-04-05,,,
(선)명태,일본,중,S/P,181,"85,000","30,000","58,600",2012-04-05,,,
(선)명태,러시아,S,S/P,59,"45,000","45,000","45,000",2012-04-05,,,
(선)문어,포항,중,S/P,134,"70,000","10,000","13,700",2012-04-05,,,
(선)복어,부산(기장),대,S/P,39.8,"18,000","5,000","14,500",2012-04-05,,,
(활)상어,완도,중,미(마리),1,"15,000","15,000","15,000",2012-04-05,,,
(냉)아귀,중국,중,CT/(BT),10,"100,000","100,000","100,000",2012-04-05,,,
(활)오징어,후포,중,미(마리),800,"1,000","1,000","1,000",2012-04-05,,,
(활)전복,완도,30미,kg,35.6,"27,000","27,000","27,000",2012-04-05,,,
(선)쭈꾸미,보령,대,box,22,"60,000","60,000","60,000",2012-04-05,,,
(냉)참조기,제주도,130미,S/P,10,"85,000","85,000","85,000",2012-04-05,,,
(선)학꽁치,포항,중,c/s(상자),1,"70,000","70,000","70,000",2012-04-05,,,
(선)해남,삼천포,12미,S/P,76,"9,000","9,000","9,000",2012-04-05,,,
(냉건)갈치포,삼천포,소,S/P,3,"25,000","25,000","25,000",2012-04-05,,,
(활)개조개,중국,대,box,70,"41,500","40,000","40,300",2012-04-05,,,
(냉)고등어,부산(기장),20미,CT/(BT),20,"45,000","45,000","45,000",2012-04-05,,,
(냉)고등어,부산(기장),40미,CT/(BT),30,"80,000","80,000","80,000",2012-04-05,,,
(선)낙지,중국,8미,box,89,"33,000","30,500","31,300",2012-04-05,,,
(선)낙지,중국,15미,box,3,"50,000","50,000","50,000",2012-04-05,,,
(선)만디,마산,7봉,box,20,"23,100","22,400","22,800",2012-04-05,,,
(선)명태,러시아,중,S/P,10,"25,000","25,000","25,000",2012-04-05,,,
(냉)명태,(원양)러시아,7통,PAN(펜),150,"26,000","16,300","19,500",2012-04-05,,,
(선)문어,속초,대,S/P,76,"100,000","10,000","20,300",2012-04-05,,,
(선)백조기,부산(기장),대,S/P,21,"140,000","40,000","59,000",2012-04-05,,,
(선)아귀,삼천포,대,S/P,1,"80,000","80,000","80,000",2012-04-05,,,
(선)우럭,삼천포,10미,S/P,33,"25,000","25,000","25,000",2012-04-05,,,
(냉)잡어,삼천포,20미,S/P,9,"10,000","10,000","10,000",2012-04-05,,,
(선)잿방어,제주도,대,S/P,40.6,"17,000","17,000","17,000",2012-04-05,,,
(활)전복,완도,12/13미,kg,233.2,"33,000","30,000","31,500",2012-04-05,,,
(활)전복,완도,14미,kg,21.6,"33,000","31,000","32,000",2012-04-05,,,
(선)참가자미,통영,중,S/P,19.4,"8,000","5,000","6,100",2012-04-05,,,
(냉)흰밀복,기타(원양),중,CT/(BT),10,"30,000","30,000","30,000",2012-04-05,,,
(활)가무락,중국,대,포,35,"80,000","5,000","37,100",2012-04-05,,,
(활)감숭어,군산,중,kg,432.9,"3,000",500,"2,200",2012-04-05,,,
(활)감숭어,완도,중,kg,"2,061","9,000",800,"2,900",2012-04-05,,,
(선)갯가재,보령,중,S/P,3,"20,000","20,000","20,000",2012-04-05,,,
(활)겉바지락,삼천포,대,그물망,40,"70,000","50,000","65,000",2012-04-05,,,
(선)낙지,중국,23미,box,5,"52,000","52,000","52,000",2012-04-05,,,
(선)낙지,중국,11미,box,16,"43,000","42,000","42,700",2012-04-05,,,
(선)낙지,중국,38미,box,10,"25,000","25,000","25,000",2012-04-05,,,
(선)농어,부산(기장),대,S/P,40,"6,000","4,000","5,200",2012-04-05,,,
(활)대게,러시아,중,kg,"2,444.4","27,100","5,000","22,300",2012-04-05,,,
(선)옥돔,삼천포,18미,S/P,1,"10,000","10,000","10,000",2012-04-05,,,
(활)우럭,완도,중,kg,38.1,"21,000","10,000","16,400",2012-04-05,,,
(활)전복,완도,13/14미,kg,132.6,"33,000","31,000","31,700",2012-04-05,,,
(활)전복,완도,8미,kg,11.2,"64,000","64,000","64,000",2012-04-05,,,
(활)진주담치,마산,중,그물망,62,"18,000","6,000","9,400",2012-04-05,,,
(활)진주담치,여수,중,그물망,100,"7,000","7,000","7,000",2012-04-05,,,
(선)쭈꾸미,장항,10코,box,13,"65,000","65,000","65,000",2012-04-05,,,
(활)참숭어,여수,중,kg,28.4,"8,000","4,000","6,300",2012-04-05,,,
(활)참숭어,격포,중,kg,316.5,"9,500","1,000","3,600",2012-04-05,,,
(냉)고등어,부산(기장),70미,CT/(BT),50,"30,000","30,000","30,000",2012-04-05,,,
(냉)고등어,부산(기장),85미,CT/(BT),110,"37,000","30,000","35,100",2012-04-05,,,
(선)낙지,중국,7미,box,25,"32,200","32,200","32,200",2012-04-05,,,
(선)낙지,중국,16미,box,9,"53,500","47,000","51,600",2012-04-05,,,
(선)낙지,중국,27미,box,1,"43,000","43,000","43,000",2012-04-05,,,
(활)농어,중국,중,kg,"1,372.9","16,000","2,000","12,000",2012-04-05,,,
(선)대구,중국,7미,S/P,68,"40,000","25,000","31,100",2012-04-05,,,
(선)도다리,보령,대,S/P,4,"20,000","20,000","20,000",2012-04-05,,,
(선)바다가재,캐나다,중,kg,17,"15,500","15,500","15,500",2012-04-05,,,
(활)바위굴,삼천포,대,box,12,"16,000","16,000","16,000",2012-04-05,,,
(선)삼치,여수,7미,S/P,1,"8,000","8,000","8,000",2012-04-05,,,
(냉)아귀,미국,중,CT/(BT),35,"150,000","150,000","150,000",2012-04-05,,,
(선)오징어,제주도,20미,S/P,6,"50,000","50,000","50,000",2012-04-05,,,
(냉)오징어,속초,20미,PAN(펜),200,"36,000","36,000","36,000",2012-04-05,,,
(활)전복,완도,15/16미,kg,123.7,"30,000","27,000","28,200",2012-04-05,,,
(활)전복,완도,24/25미,kg,57.3,"28,000","27,000","27,400",2012-04-05,,,
(선)참가자미,보령,중,c/s(상자),10,"15,000","15,000","15,000",2012-04-05,,,
(선)청어,통영,소,S/P,30,"8,000","8,000","8,000",2012-04-05,,,
(냉)홍어,(원양)아르헨티나,4/5미,CT/(BT),15,"130,000","130,000","130,000",2012-04-05,,,
(냉)황복,기타(원양),S,CT/(BT),2,"50,000","50,000","50,000",2012-04-05,,,
(활)개조개,중국,대,포,30,"40,000","40,000","40,000",2012-04-05,,,
(활)겉바지락,중국,대,포,152,"75,000","32,000","64,600",2012-04-05,,,
(냉)고등어,중국,중,CT/(BT),20,"30,000","30,000","30,000",2012-04-05,,,
(선)깐바지락,삼천포,대,box,45,"80,000","80,000","80,000",2012-04-05,,,
(선)낙지,중국,22미,box,5,"52,000","52,000","52,000",2012-04-05,,,
(선)대구,보령,2미,S/P,1,"40,000","40,000","40,000",2012-04-05,,,
(선)대구,미국,중,CT/(BT),23,"70,000","70,000","70,000",2012-04-05,,,
(선)민어,부산(기장),대,S/P,22.2,"12,000","9,000","11,500",2012-04-05,,,
(선)밀복,마산,중,kg,40,"8,000","8,000","8,000",2012-04-05,,,
(선)복어,통영,대,S/P,25.7,"17,000","10,000","16,100",2012-04-05,,,
(선)서대,보령,6미,S/P,4,"22,000","22,000","22,000",2012-04-05,,,
(선)은갈치,제주도,중,S/P,9,"140,000","50,000","116,700",2012-04-05,,,
(활)전복,완도,7/8미,kg,27.9,"68,000","67,000","67,300",2012-04-05,,,
(활)전복,완도,30/35미,kg,23.5,"22,000","20,000","21,000",2012-04-05,,,
(활)전복,고흥,18미,kg,24.6,"26,000","26,000","26,000",2012-04-05,,,
(활)쭈꾸미,중국,소,그물망,97,"57,000","57,000","57,000",2012-04-05,,,
(활)참숭어,완도,중,kg,39.2,"7,000","3,000","4,800",2012-04-05,,,
(냉)참조기,추자도,160미,c/s(상자),5,"50,000","50,000","50,000",2012-04-05,,,
(활)키조개,장항,15미,box,40,"19,000","18,000","18,500",2012-04-05,,,
(냉)흰다리새우,말레이지아,50미,kg,50,"8,000","8,000","8,000",2012-04-05,,,
(선)고등어,부산(기장),46미,S/P,180,"10,000","10,000","10,000",2012-04-05,,,
(냉)고등어,중국,500/600,CT/(BT),109,"52,500","25,000","44,900",2012-04-05,,,
(활)넙치,완도,중,kg,334.5,"20,000","2,000","14,300",2012-04-05,,,
(활)넙치,제주도,중,kg,"1,966.4","35,000","3,000","14,900",2012-04-05,,,
(활)농어,인천,중,kg,35,"29,000","20,000","27,200",2012-04-05,,,
(선)대구,중국,5미,S/P,17,"35,000","30,000","30,300",2012-04-05,,,
(선)도루묵,속초,40미,S/P,199,"10,000","10,000","10,000",2012-04-05,,,
(활)물바지락,삼천포,2봉,box,15,"35,000","35,000","35,000",2012-04-05,,,
(선)미더덕,마산,대,box,5,"50,000","50,000","50,000",2012-04-05,,,
(선)붉은대게,후포,6미,S/P,186,"10,000","10,000","10,000",2012-04-05,,,
(활)새꼬막,벌교,소,포,45,"13,000","13,000","13,000",2012-04-05,,,
(선)아귀,중국,3미,S/P,23,"40,000","40,000","40,000",2012-04-05,,,
(선)잡어,완도,중,S/P,1,"10,000","10,000","10,000",2012-04-05,,,
(활)전복,완도,7미,kg,5.6,"75,000","75,000","75,000",2012-04-05,,,
(활)전복,완도,15미,kg,9.7,"32,000","31,000","31,500",2012-04-05,,,
(활)진주담치,통영,대,그물망,20,"12,000","12,000","12,000",2012-04-05,,,
(선)쭈꾸미,군산,10코,box,69,"70,000","37,000","65,700",2012-04-05,,,
(활)키조개,장항,20미,box,44,"21,000","21,000","21,000",2012-04-05,,,
(선)해남,제주도,15미,S/P,6,"73,000","73,000","73,000",2012-04-05,,,
(선)홍어,중국,중,S/P,35,"130,000","130,000","130,000",2012-04-05,,,
(선)갈치,목포,중,S/P,1,"350,000","350,000","350,000",2012-04-05,,,
(냉)고등어,부산(기장),80미,CT/(BT),20,"37,000","37,000","37,000",2012-04-05,,,
(선)대게,러시아,중,kg,742.1,"17,000",100,"12,700",2012-04-05,,,
(활)멍게,충무,중,kg,43.2,"4,000","4,000","4,000",2012-04-05,,,
(선)미더덕,통영,소,box,42,"8,500","6,000","7,700",2012-04-05,,,
(활)방어,제주도,중,kg,190.1,"20,000","4,000","15,100",2012-04-05,,,
(활)뿔소라,제주도,중,S/P,8,"35,000","15,000","32,500",2012-04-05,,,
(활)새꼬막,남해,중,그물망,15,"80,000","80,000","80,000",2012-04-05,,,
(활)새꼬막,순천,대,그물망,35,"60,000","33,000","40,700",2012-04-05,,,
(선)송어,속초,중,S/P,30,"4,000","4,000","4,000",2012-04-05,,,
(선)아귀,방어진,중,c/s(상자),1,"80,000","80,000","80,000",2012-04-05,,,
(활)전복,완도,16미,kg,74,"29,000","27,000","27,300",2012-04-05,,,
(활)전복,고흥,18/19미,kg,11.9,"28,000","28,000","28,000",2012-04-05,,,
(활)전복,완도,20미,kg,32.1,"28,000","26,000","26,600",2012-04-05,,,
(선)쭈꾸미,태국,소,box,180,"40,000","40,000","40,000",2012-04-05,,,
(선)참가자미,보령,중,S/P,1,"40,000","40,000","40,000",2012-04-05,,,
(선)참조기,제주도,130미,S/P,63,"170,000","120,000","148,200",2012-04-05,,,
(선)키조개,군산,20코,box,2,"104,000","104,000","104,000",2012-04-05,,,
(활)피꼬막(피조개),순천,중,그물망,10,"60,000","60,000","60,000",2012-04-05,,,
(활)해삼,남해,소,box,27,"28,000","28,000","28,000",2012-04-05,,,
(활)가자미,인천,중,kg,224.2,"15,000","8,500","11,100",2012-04-05,,,
(선)가자미,속초,중,S/P,26,"5,000","5,000","5,000",2012-04-05,,,
(선)깐바지락,남해,소,box,93,"12,000","11,000","11,200",2012-04-05,,,
(선)낙지,중국,13미,box,13,"48,000","48,000","48,000",2012-04-05,,,
(활)농어,완도,중,kg,9.9,"18,000","6,000","11,100",2012-04-05,,,
(선)만디,통영,2봉,box,60,"5,400","5,400","5,400",2012-04-05,,,
(선)볼락,통영,중,S/P,31.2,"8,000","7,000","7,200",2012-04-05,,,
(선)서대,보령,중,c/s(상자),9,"25,000","25,000","25,000",2012-04-05,,,
(선)아귀,통영,중,S/P,1,"80,000","80,000","80,000",2012-04-05,,,
(냉)오징어,속초,중,CT/(BT),300,"34,000","34,000","34,000",2012-04-05,,,
(선)은갈치,제주도,대,S/P,2,"50,000","50,000","50,000",2012-04-05,,,
(선)은갈치,제주도,10미,S/P,28,"173,000","103,000","123,000",2012-04-05,,,
(활)전복,완도,14/15미,kg,166.6,"33,000","29,000","30,700",2012-04-05,,,
(활)전복,완도,16/17미,kg,133.2,"30,000","27,000","29,100",2012-04-05,,,
(활)전복,완도,17미,kg,9.2,"27,000","27,000","27,000",2012-04-05,,,
(선)쭈꾸미,군산,소,box,8,"13,000","13,000","13,000",2012-04-05,,,
(냉)쭈꾸미,중국,중,CT/(BT),5,"18,000","18,000","18,000",2012-04-05,,,
(선)참가자미,완도,중,kg,54.5,"9,000","9,000","9,000",2012-04-05,,,
(선)참조기,제주도,40미,S/P,1,"160,000","160,000","160,000",2012-04-05,,,
(활)피꼬막(피조개),남해,중,그물망,10,"50,000","50,000","50,000",2012-04-05,,,
(선)갯장어,삼천포,중,S/P,2,"35,000","35,000","35,000",2012-04-05,,,
(냉)고등어,부산(기장),30미,CT/(BT),30,"20,000","20,000","20,000",2012-04-05,,,
(선)대구,방어진,중,c/s(상자),31,"100,000","58,000","98,600",2012-04-05,,,
(선)대구,일본,중,S/P,1,"80,000","80,000","80,000",2012-04-05,,,
(선)만디,통영,소,box,103,"5,500","5,500","5,500",2012-04-05,,,
(활)바위굴,통영,대,box,10,"15,500","15,500","15,500",2012-04-05,,,
(선)볼락,제주도,20미,S/P,2,"27,000","27,000","27,000",2012-04-05,,,
(가공)봉굴,통영,대,box,5,"25,000","25,000","25,000",2012-04-05,,,
(활)새꼬막,남해,대,그물망,35,"60,000","60,000","60,000",2012-04-05,,,
(선)연자돔,제주도,중,S/P,15,"60,000","60,000","60,000",2012-04-05,,,
(냉)오징어,속초,대,CT/(BT),100,"36,000","36,000","36,000",2012-04-05,,,
