                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1551,                 3.1002,                 3.8456,                 1.5069,                0.00569,                0.84278,                0.12305,                0.07408,                0.00551,                0.81436,                 0.1156,                0.06789,                0.92163,                 2.8045,                 3.4861,                 1.4947,             0.00016918,             0.00016918,             0.00016918
                      2,                0.99098,                 2.0214,                 2.7556,                 1.3991,                0.89738,                0.04037,                 0.2648,                0.19236,                0.89738,                0.04037,                0.24168,                0.17785,                 1.0216,                 2.6213,                 3.0314,                 1.5415,             0.00031179,             0.00031179,             0.00031179
                      3,                0.99667,                 1.9527,                 2.4285,                 1.3713,                0.54458,                0.19606,                0.30632,                0.20397,                0.54052,                0.19395,                0.27142,                0.20107,                 1.0479,                 2.2745,                 2.7885,                 1.5523,             0.00041938,             0.00041938,             0.00041938
                      4,                0.95686,                 1.7921,                 2.1616,                 1.3727,                0.39072,                0.44553,                0.41109,                0.28793,                0.39303,                0.45169,                0.40163,                0.29354,                 1.0312,                 1.8527,                 2.3992,                 1.6111,             0.00049195,             0.00049195,             0.00049195
                      5,                 1.0037,                 1.8027,                   2.09,                 1.3642,                0.51674,                0.57637,                0.55249,                0.36636,                0.50123,                 0.5576,                0.53419,                0.40352,                 1.0653,                 1.7751,                 2.0532,                 1.5564,             0.00046448,             0.00046448,             0.00046448
                      6,                0.91889,                 1.7018,                 1.8641,                 1.2948,                0.57563,                0.59479,                0.59755,                 0.4214,                0.60422,                0.54765,                0.57598,                0.43418,                 1.0085,                 1.6908,                 1.7611,                 1.4917,             0.00038835,             0.00038835,             0.00038835
                      7,                0.88302,                 1.5801,                 1.7389,                 1.2799,                0.50854,                0.59388,                0.59029,                0.41475,                 0.5338,                0.55624,                0.56931,                0.43436,                0.93702,                 1.5171,                 1.7754,                 1.4257,             0.00031221,             0.00031221,             0.00031221
                      8,                0.83303,                 1.4384,                 1.6496,                 1.2239,                0.62884,                 0.6534,                0.67038,                0.51581,                0.61401,                0.64089,                 0.6495,                0.52393,                0.84241,                 1.3522,                 1.4764,                 1.3048,             0.00023608,             0.00023608,             0.00023608
                      9,                0.75685,                 1.3311,                 1.4908,                 1.1696,                0.65257,                0.74581,                0.76008,                0.59565,                 0.7313,                0.64111,                0.73111,                0.60039,                 0.7795,                 1.2563,                 1.3001,                  1.245,             0.00015995,             0.00015995,             0.00015995
                     10,                0.70928,                 1.2421,                 1.4027,                 1.1342,                0.68792,                0.72857,                0.76187,                0.59897,                0.66352,                0.73112,                0.73266,                0.61326,                0.75264,                  1.192,                 1.2897,                 1.2284,             8.3821e-05,             8.3821e-05,             8.3821e-05
