(선)가자미,안흥,중,kg,238.8,"13,000","1,000","8,300",2018-05-16
(선)금태,부산(기장),6단,S/P,1,"230,000","230,000","230,000",2018-05-16
(선)깐홍합,여수,소,box,63,"7,500","2,000","5,500",2018-05-16
(선)넙치,대부도,중,kg,43.7,500,500,500,2018-05-16
(선)넙치,태안,중,S/P,1,"12,000","12,000","12,000",2018-05-16
(선)돔,목포,4미,S/P,43,"30,000","20,000","28,100",2018-05-16
(선)민대구,제주도,중,S/P,16,"80,000","50,000","65,000",2018-05-16
(선)백조기,나로도,12미,S/P,6,"15,000","10,000","12,700",2018-05-16
(선)병어,통영,32미,S/P,1,"450,000","450,000","450,000",2018-05-16
(선)삼치,강화,중,가구,3,"120,000","120,000","120,000",2018-05-16
(선)서대,나로도,3단,S/P,1,"10,000","10,000","10,000",2018-05-16
(선)서대,나로도,3미,S/P,1,"30,000","30,000","30,000",2018-05-16
(선)서대,태안,중,kg,25.4,"10,000","6,500","8,300",2018-05-16
(선)오징어,속초,중,S/P,130,"35,000","35,000","35,000",2018-05-16
(냉)오징어,(원양)포클랜드,M2,PAN(펜),375,"60,000","60,000","60,000",2018-05-16
(선)은갈치,제주도,20미,S/P,19,"53,000","33,000","37,200",2018-05-16
(활)재첩,중국,대,포,1,"37,000","37,000","37,000",2018-05-16
(활)전복,완도,22미,kg,169.2,"16,000","15,000","15,300",2018-05-16
(선)참돔,목포,6미,S/P,121.5,"50,000","3,300","5,200",2018-05-16
(활)참복,태안,중,kg,5.1,"12,000","8,000","10,000",2018-05-16
(선)갈치,일본,19미,S/P,3,"40,000","40,000","40,000",2018-05-16
(선)갑오징어,여수,10미,box,6,"30,000","30,000","30,000",2018-05-16
(선)갑오징어,태안,중,S/P,40,"2,000","2,000","2,000",2018-05-16
(선)갑오징어,서천,중,kg,820,"10,500","4,500","7,200",2018-05-16
(활)낙지,안흥,중,미(마리),4.5,"6,000","6,000","6,000",2018-05-16
(선)붉은대게,후포,중,S/P,30,"15,000","15,000","15,000",2018-05-16
(활)새꼬막,순천,중,포,10,"55,200","55,200","55,200",2018-05-16
(선)서대,나로도,2단,S/P,3,"10,000","10,000","10,000",2018-05-16
(활)소라,장항,대중,box,3,"62,200","62,200","62,200",2018-05-16
