                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.79278,                 1.4263,                 1.3796,                 1.1437,                0.59628,                0.64819,                0.64558,                0.46303,                 0.5634,                 0.6126,                0.60243,                0.44507,                 1.0366,                 1.8826,                 1.6867,                 1.5452,             0.00069287,             0.00069287,             0.00069287
                     12,                0.80602,                 1.3985,                 1.3153,                 1.1312,                0.71465,                0.61558,                0.69201,                0.51049,                0.69033,                0.60127,                0.66225,                0.50518,                0.95052,                 1.6299,                 1.4728,                 1.4676,             0.00068526,             0.00068526,             0.00068526
                     13,                0.78624,                 1.4208,                   1.28,                 1.1354,                0.65268,                0.70383,                0.71289,                0.51489,                0.65087,                 0.6676,                0.68209,                0.51891,                0.93531,                 1.5946,                 1.5193,                 1.4446,             0.00067764,             0.00067764,             0.00067764
                     14,                0.74426,                 1.3341,                 1.2311,                   1.12,                0.69304,                0.66188,                0.71519,                0.50257,                0.68187,                0.63989,                0.69447,                0.51998,                0.96301,                 1.5775,                 1.4875,                 1.4486,             0.00067003,             0.00067003,             0.00067003
                     15,                0.74678,                 1.3809,                  1.199,                 1.1219,                0.62699,                0.64361,                0.68732,                0.51027,                0.62054,                0.63179,                0.66602,                0.51332,                0.93608,                 1.5265,                 1.5039,                 1.4002,             0.00066242,             0.00066242,             0.00066242
                     16,                0.74739,                 1.3775,                 1.1673,                 1.1144,                 0.7459,                0.74576,                0.78235,                 0.5876,                0.75879,                0.70745,                0.75389,                0.58528,                 0.8892,                 1.4991,                 1.3667,                 1.3866,              0.0006548,              0.0006548,              0.0006548
                     17,                0.73261,                 1.3259,                 1.1235,                 1.0978,                0.76855,                0.69889,                0.75974,                0.55654,                0.75673,                0.68267,                0.73662,                0.56271,                0.96667,                 1.6159,                 1.3475,                 1.4903,             0.00064719,             0.00064719,             0.00064719
                     18,                0.74461,                 1.3572,                 1.1708,                 1.1102,                0.71393,                0.65983,                0.75672,                0.55785,                 0.7101,                0.64805,                0.74635,                   0.56,                0.87845,                 1.5247,                 1.4063,                 1.3599,             0.00063958,             0.00063958,             0.00063958
                     19,                0.71711,                 1.2753,                 1.1099,                  1.104,                0.76734,                0.73434,                 0.7737,                0.59885,                0.75879,                0.73616,                0.75378,                  0.602,                0.87239,                 1.4315,                 1.3649,                 1.3794,             0.00063196,             0.00063196,             0.00063196
                     20,                0.71393,                 1.2458,                 1.0558,                 1.0986,                0.74979,                0.68107,                0.74726,                0.56344,                0.70847,                0.67661,                 0.7226,                 0.5605,                0.89455,                 1.5295,                 1.3039,                 1.3929,             0.00062435,             0.00062435,             0.00062435
                     21,                0.70067,                 1.2217,                 1.0008,                 1.0802,                0.71501,                0.69319,                0.71958,                0.55376,                0.70494,                0.68049,                0.68851,                0.53688,                0.82564,                 1.3929,                 1.3657,                 1.3189,             0.00061674,             0.00061674,             0.00061674
                     22,                0.69152,                 1.2754,                 1.0258,                  1.075,                0.81007,                0.72615,                0.80042,                 0.6003,                0.78624,                 0.7011,                0.76142,                0.60923,                0.85486,                 1.4992,                 1.1677,                 1.3876,             0.00060912,             0.00060912,             0.00060912
                     23,                0.67745,                 1.1776,                0.98621,                 1.0757,                0.80397,                0.78007,                  0.838,                0.63412,                0.78212,                0.76168,                0.80955,                0.62653,                0.83042,                 1.3469,                 1.0654,                 1.3411,             0.00060151,             0.00060151,             0.00060151
                     24,                0.69221,                 1.2524,                 1.0002,                 1.0748,                0.78711,                0.70438,                0.79472,                0.59768,                0.77313,                0.68299,                0.75461,                0.58817,                0.79155,                 1.4625,                 1.1412,                  1.309,              0.0005939,              0.0005939,              0.0005939
                     25,                0.67945,                 1.2012,                0.96784,                 1.0682,                0.79364,                 0.7878,                0.81928,                0.62158,                0.78499,                0.77789,                0.79657,                0.64084,                0.84424,                 1.3906,                 1.1223,                 1.3532,             0.00058629,             0.00058629,             0.00058629
                     26,                 0.6842,                 1.2157,                0.96659,                 1.0766,                0.78458,                0.74173,                0.80625,                0.61839,                0.76316,                0.73435,                0.77044,                0.61712,                0.83525,                 1.4203,                 1.1918,                 1.3201,             0.00057867,             0.00057867,             0.00057867
                     27,                0.64341,                 1.1611,                0.93399,                 1.0571,                 0.7619,                0.73682,                0.79699,                0.63533,                0.74464,                0.72827,                 0.7773,                0.62805,                0.82518,                 1.3914,                 1.0869,                 1.3313,             0.00057106,             0.00057106,             0.00057106
                     28,                0.64948,                 1.1425,                0.93582,                 1.0592,                0.71645,                0.77228,                0.79525,                0.63293,                0.70115,                0.75983,                0.76389,                0.60626,                0.80692,                  1.494,                  1.003,                 1.3171,             0.00056345,             0.00056345,             0.00056345
                     29,                 0.6621,                  1.148,                0.92928,                 1.0601,                0.85358,                0.72464,                0.82176,                0.61977,                0.83984,                0.72082,                0.79812,                0.63799,                0.93834,                 1.2987,                 1.0463,                 1.4009,             0.00055583,             0.00055583,             0.00055583
                     30,                0.67509,                  1.209,                0.90768,                 1.0674,                0.68616,                0.78693,                0.79329,                0.62964,                0.67723,                0.77509,                0.76965,                0.62225,                0.78029,                 1.3218,                 1.0671,                 1.2558,             0.00054822,             0.00054822,             0.00054822
                     31,                0.62991,                 1.1082,                0.89646,                 1.0505,                0.76913,                 0.7948,                0.84256,                0.64744,                0.76097,                0.78613,                0.82256,                0.65096,                0.77206,                 1.2806,                0.99354,                 1.2718,             0.00054061,             0.00054061,             0.00054061
                     32,                0.64233,                 1.1236,                0.90459,                 1.0581,                   0.78,                0.79987,                0.83146,                0.63471,                0.76181,                0.78121,                0.79568,                0.63878,                0.80142,                 1.3118,                 0.9736,                 1.3028,             0.00053299,             0.00053299,             0.00053299
                     33,                0.62701,                 1.0626,                0.86719,                 1.0478,                0.76693,                0.80192,                0.81621,                0.61034,                0.75798,                 0.7747,                0.78734,                0.61816,                0.84006,                  1.318,                 1.0503,                 1.3448,             0.00052538,             0.00052538,             0.00052538
                     34,                 0.6224,                 1.0871,                0.83821,                 1.0511,                0.72578,                0.73924,                 0.7932,                0.63297,                0.70701,                 0.7233,                0.76429,                0.62075,                0.78274,                 1.3953,                 1.0405,                 1.2964,             0.00051777,             0.00051777,             0.00051777
                     35,                0.61599,                  1.071,                0.82078,                 1.0516,                0.76473,                 0.7585,                0.82563,                0.66161,                0.74904,                0.74824,                0.80871,                0.64572,                0.78301,                 1.2675,                 1.0162,                   1.28,             0.00051015,             0.00051015,             0.00051015
                     36,                0.62979,                 1.0974,                0.83192,                 1.0422,                0.82828,                0.76784,                0.84924,                0.64505,                0.81327,                 0.7546,                0.82225,                0.63642,                0.81305,                 1.3219,                0.95588,                  1.342,             0.00050254,             0.00050254,             0.00050254
                     37,                0.62514,                 1.0621,                0.81548,                 1.0456,                0.85427,                0.76215,                0.85062,                0.67908,                0.83597,                0.74474,                0.82419,                 0.6733,                 0.7607,                 1.2236,                0.91455,                 1.2754,             0.00049493,             0.00049493,             0.00049493
                     38,                0.59006,                 1.0254,                0.76375,                 1.0243,                0.84873,                0.78016,                0.83804,                0.64862,                0.82545,                0.75996,                0.81378,                0.64816,                0.78925,                 1.3375,                0.93811,                 1.3098,             0.00048732,             0.00048732,             0.00048732
                     39,                0.60451,                 1.0589,                0.84322,                 1.0351,                0.76831,                0.74381,                0.79241,                0.61905,                0.69612,                0.77509,                0.76381,                0.62188,                0.79083,                 1.2582,                 1.0126,                 1.3085,              0.0004797,              0.0004797,              0.0004797
                     40,                0.58209,                 1.0317,                0.76513,                 1.0224,                0.77885,                0.79033,                0.83228,                0.62407,                0.76171,                0.77684,                0.81277,                0.65507,                0.84521,                 1.2381,                 0.8794,                 1.3514,             0.00047209,             0.00047209,             0.00047209
                     41,                0.59258,                 1.0434,                0.79149,                 1.0227,                0.79034,                0.69666,                0.80665,                0.62873,                0.78362,                 0.6846,                0.78487,                0.62691,                 0.7895,                 1.3662,                 1.0602,                 1.3105,             0.00046448,             0.00046448,             0.00046448
                     42,                0.59919,                 1.0431,                0.77883,                 1.0277,                0.79377,                0.75997,                0.82392,                0.65417,                0.78818,                0.74835,                0.80938,                0.64691,                  0.742,                  1.271,                0.93119,                 1.2573,             0.00045686,             0.00045686,             0.00045686
                     43,                0.58568,                0.99836,                0.74021,                 1.0125,                0.83434,                0.80888,                 0.8711,                0.67466,                0.83123,                0.79177,                0.85097,                0.68196,                0.76652,                  1.196,                0.81975,                 1.2758,             0.00044925,             0.00044925,             0.00044925
                     44,                0.57824,                0.96694,                0.73513,                 1.0213,                0.85467,                0.81115,                 0.8795,                0.70255,                0.84328,                0.80898,                0.85748,                0.70059,                0.75799,                 1.2341,                0.84509,                  1.251,             0.00044164,             0.00044164,             0.00044164
                     45,                0.57885,                0.98698,                0.74166,                 1.0161,                0.81853,                0.75635,                0.83708,                0.66162,                  0.804,                0.74255,                0.81555,                0.65094,                0.74546,                 1.3253,                0.86118,                 1.2698,             0.00043402,             0.00043402,             0.00043402
                     46,                0.56395,                0.97018,                0.71014,                  1.009,                0.79909,                0.82473,                0.85878,                0.67185,                 0.7901,                0.81655,                 0.8413,                 0.6698,                0.73744,                 1.3491,                0.86855,                 1.2583,             0.00042641,             0.00042641,             0.00042641
                     47,                0.55606,                 0.9654,                0.70652,                 1.0129,                 0.8709,                0.75705,                0.86318,                0.70379,                0.82457,                0.78677,                0.84674,                 0.6813,                0.73391,                 1.2895,                0.82951,                 1.2637,              0.0004188,              0.0004188,              0.0004188
                     48,                 0.5689,                0.98119,                0.70361,                 1.0036,                0.81306,                0.85578,                0.88351,                0.70813,                0.79449,                0.82795,                0.85313,                0.71347,                 0.7401,                 1.2071,                0.78742,                 1.2437,             0.00041118,             0.00041118,             0.00041118
                     49,                0.55742,                0.94885,                0.69305,                 1.0092,                0.85224,                0.80601,                0.87975,                0.71298,                0.80407,                 0.8276,                 0.8534,                0.71068,                0.71826,                  1.237,                0.76645,                 1.2298,             0.00040357,             0.00040357,             0.00040357
                     50,                0.56985,                0.92831,                0.69661,                 1.0195,                0.87343,                0.79796,                0.86533,                0.68529,                0.79173,                0.83706,                0.83546,                0.67878,                0.70708,                 1.2905,                 0.8235,                  1.233,             0.00039596,             0.00039596,             0.00039596
                     51,                0.55094,                0.91982,                 0.6823,                 1.0043,                0.81639,                0.83486,                 0.8669,                0.69737,                0.80413,                0.82569,                0.83675,                0.68699,                0.73177,                 1.2784,                 0.7744,                 1.2415,             0.00038835,             0.00038835,             0.00038835
                     52,                0.54497,                0.91671,                0.67803,                 0.9998,                0.82509,                0.74232,                0.85011,                0.70196,                0.79956,                0.75461,                0.82429,                 0.6829,                0.70354,                 1.1774,                0.83258,                 1.2162,             0.00038073,             0.00038073,             0.00038073
                     53,                0.56124,                0.92709,                0.67478,                  1.003,                0.89169,                0.79657,                0.89496,                0.71852,                0.86468,                0.81418,                0.87005,                0.71488,                0.70113,                 1.2052,                0.74881,                 1.2296,             0.00037312,             0.00037312,             0.00037312
                     54,                0.53642,                0.90756,                0.68262,                0.99211,                0.83843,                0.83164,                0.88701,                0.69335,                0.82447,                0.81926,                0.86704,                0.71617,                0.71755,                 1.1771,                0.78679,                 1.2398,             0.00036551,             0.00036551,             0.00036551
                     55,                0.52343,                0.86313,                0.65032,                0.99427,                0.80137,                0.82744,                0.88181,                0.70603,                0.79268,                0.81815,                0.86624,                0.71396,                0.74986,                 1.2161,                0.78305,                 1.2705,             0.00035789,             0.00035789,             0.00035789
                     56,                0.52114,                0.85399,                0.66741,                0.98862,                 0.8212,                0.80489,                0.86709,                0.69485,                0.82466,                0.79466,                0.85518,                0.69768,                0.72582,                 1.2338,                0.79654,                 1.2679,             0.00035028,             0.00035028,             0.00035028
                     57,                0.53587,                0.87268,                0.63996,                0.99161,                0.80049,                0.79037,                 0.8598,                 0.6974,                 0.8071,                0.76422,                0.84155,                0.69587,                0.73068,                 1.2576,                0.80973,                 1.2519,             0.00034267,             0.00034267,             0.00034267
                     58,                0.52264,                0.87674,                0.63582,                0.99078,                0.84955,                0.84238,                0.88529,                0.72815,                0.87283,                0.79303,                0.86244,                0.72838,                0.72858,                 1.1793,                0.74764,                 1.2652,             0.00033505,             0.00033505,             0.00033505
                     59,                0.50413,                0.83116,                0.62887,                0.98151,                0.82414,                0.77973,                0.83545,                0.67544,                0.82808,                0.78079,                0.82471,                0.68053,                0.72824,                 1.2453,                0.81833,                 1.2457,             0.00032744,             0.00032744,             0.00032744
                     60,                0.52486,                0.86685,                0.61502,                 0.9781,                0.88022,                0.78996,                0.89124,                0.70669,                0.85788,                0.77592,                0.85844,                0.70841,                0.74389,                 1.2307,                0.79454,                 1.2824,             0.00031983,             0.00031983,             0.00031983
                     61,                0.54364,                0.93586,                0.63238,                0.98962,                0.86501,                0.83614,                0.89421,                0.71709,                0.85025,                0.82195,                0.86597,                0.72029,                0.70184,                 1.2231,                0.75747,                 1.2275,             0.00031221,             0.00031221,             0.00031221
                     62,                0.51795,                0.90191,                0.63646,                0.98179,                0.85999,                0.83666,                0.90017,                0.73124,                0.84867,                0.82744,                0.87715,                0.73263,                0.68898,                 1.1772,                0.72701,                 1.2295,              0.0003046,              0.0003046,              0.0003046
                     63,                0.52772,                0.89934,                0.61896,                 0.9854,                0.82939,                0.87273,                0.88895,                0.73224,                0.81855,                0.86577,                0.86445,                0.74208,                0.71075,                  1.182,                0.74011,                 1.2514,             0.00029699,             0.00029699,             0.00029699
                     64,                 0.5263,                0.86622,                0.61206,                0.98734,                0.90504,                0.82713,                0.90544,                0.72652,                0.88503,                0.80752,                0.87421,                0.74993,                0.69012,                 1.1402,                0.70875,                 1.2313,             0.00028937,             0.00028937,             0.00028937
                     65,                0.51061,                0.82053,                0.61166,                0.98496,                0.86186,                0.80494,                0.89223,                0.72723,                0.85129,                0.79674,                 0.8736,                0.73263,                0.70785,                 1.1181,                 0.7572,                 1.2506,             0.00028176,             0.00028176,             0.00028176
                     66,                0.50345,                0.83284,                0.57939,                0.97696,                0.90522,                0.79983,                0.89233,                0.72654,                0.85738,                0.81473,                0.87151,                0.74059,                 0.6976,                  1.066,                0.74242,                 1.2359,             0.00027415,             0.00027415,             0.00027415
                     67,                0.52552,                0.86984,                0.60394,                0.98195,                0.87507,                0.81879,                0.88961,                0.72787,                0.86672,                0.80895,                0.87569,                0.74718,                0.70797,                 1.1723,                0.75816,                 1.2432,             0.00026654,             0.00026654,             0.00026654
                     68,                 0.4916,                0.81356,                0.58569,                0.97584,                0.88916,                0.82147,                0.90498,                0.73415,                0.87658,                0.81475,                0.88554,                0.74782,                 0.6998,                 1.1451,                 0.7714,                 1.2267,             0.00025892,             0.00025892,             0.00025892
                     69,                 0.4813,                0.76801,                 0.5726,                0.96657,                0.87171,                0.83612,                0.89256,                0.72139,                0.86492,                0.83115,                0.87856,                0.73235,                0.73383,                 1.1965,                0.77181,                 1.2372,             0.00025131,             0.00025131,             0.00025131
                     70,                0.49667,                 0.8096,                0.57262,                0.97153,                0.89847,                  0.806,                0.90506,                0.75043,                0.88273,                  0.794,                0.88151,                0.75033,                0.68742,                 1.1268,                0.74117,                 1.2084,              0.0002437,              0.0002437,              0.0002437
                     71,                 0.4818,                0.79159,                0.56783,                0.96786,                0.88443,                0.80411,                0.89717,                0.73949,                0.86943,                 0.7914,                 0.8782,                0.73767,                0.67298,                 1.1342,                0.74326,                 1.2058,             0.00023608,             0.00023608,             0.00023608
                     72,                0.47225,                0.76691,                0.56111,                0.96494,                0.88405,                0.85192,                0.90741,                0.74518,                0.86965,                0.83962,                0.87444,                0.74008,                0.67878,                 1.1478,                0.68527,                 1.2179,             0.00022847,             0.00022847,             0.00022847
                     73,                0.49631,                 0.7892,                0.57577,                0.96765,                 0.8924,                0.79206,                0.89467,                0.73564,                0.83312,                0.83906,                0.86451,                0.74396,                0.66637,                 1.1132,                0.69105,                 1.2046,             0.00022086,             0.00022086,             0.00022086
                     74,                0.48788,                 0.8094,                  0.576,                0.97886,                0.83147,                0.85795,                0.89537,                0.72212,                0.82676,                0.85492,                0.86959,                0.73539,                0.67864,                 1.1764,                0.70226,                 1.2141,             0.00021324,             0.00021324,             0.00021324
                     75,                0.47133,                0.78882,                0.54815,                0.95385,                0.85925,                0.83627,                0.89537,                0.73415,                0.84824,                0.82694,                0.87208,                 0.7378,                0.67731,                 1.1061,                0.68982,                 1.2157,             0.00020563,             0.00020563,             0.00020563
                     76,                0.45876,                0.76744,                0.54393,                0.96288,                0.90026,                0.81899,                0.89403,                0.74799,                0.88591,                0.80491,                0.86353,                0.74235,                 0.6562,                 1.1024,                0.71293,                  1.206,             0.00019802,             0.00019802,             0.00019802
                     77,                0.46874,                0.77449,                0.53513,                0.95498,                0.89339,                0.85251,                0.90438,                0.74859,                0.87828,                0.83385,                0.88248,                0.74957,                0.67707,                 1.1415,                0.68987,                 1.2261,              0.0001904,              0.0001904,              0.0001904
                     78,                0.45585,                 0.7576,                0.53529,                 0.9492,                0.90862,                  0.842,                 0.9104,                0.74997,                0.89494,                0.83312,                0.88468,                0.75622,                0.66755,                 1.1109,                0.65393,                 1.2109,             0.00018279,             0.00018279,             0.00018279
                     79,                0.47388,                0.81096,                0.54394,                0.96475,                 0.9129,                0.78566,                0.89224,                0.73697,                0.89898,                 0.7759,                0.87035,                0.73814,                 0.6559,                 1.1297,                0.72672,                 1.2109,             0.00017518,             0.00017518,             0.00017518
                     80,                0.47729,                0.77826,                0.53869,                0.96393,                0.81649,                0.86638,                0.89672,                0.73341,                0.82647,                0.83892,                0.87849,                0.74308,                 0.6613,                 1.1407,                0.71456,                 1.2056,             0.00016757,             0.00016757,             0.00016757
                     81,                0.46609,                 0.7675,                0.52337,                0.95765,                0.89229,                0.84536,                0.90563,                0.75213,                0.87803,                0.83768,                0.88629,                0.74884,                0.64968,                 1.1358,                0.69539,                 1.1961,             0.00015995,             0.00015995,             0.00015995
                     82,                0.45824,                0.74279,                0.50594,                0.95191,                0.87555,                0.80484,                0.89529,                0.73956,                 0.8106,                0.83925,                0.87413,                0.73407,                0.64829,                 1.1418,                0.71378,                 1.2035,             0.00015234,             0.00015234,             0.00015234
                     83,                0.45508,                0.75128,                0.50965,                0.95821,                0.86331,                0.80797,                0.88206,                0.72487,                0.82963,                0.83983,                0.86535,                0.72885,                0.66586,                 1.1368,                0.70325,                  1.216,             0.00014473,             0.00014473,             0.00014473
                     84,                0.44826,                0.73299,                0.50323,                 0.9436,                0.90374,                0.81125,                 0.8974,                0.73528,                0.87816,                0.79614,                 0.8618,                0.74053,                0.66558,                 1.1172,                0.68362,                 1.2187,             0.00013711,             0.00013711,             0.00013711
                     85,                0.44224,                0.72825,                0.49968,                0.94879,                0.90422,                0.82285,                0.88707,                0.73465,                0.89603,                0.80946,                0.86938,                0.74902,                0.66235,                 1.0902,                0.70614,                 1.2178,              0.0001295,              0.0001295,              0.0001295
                     86,                0.46332,                 0.7534,                0.51368,                0.96355,                0.90414,                0.85188,                 0.9045,                0.74682,                0.90309,                0.82649,                0.88326,                0.75587,                 0.6472,                 1.1291,                0.67331,                 1.2055,             0.00012189,             0.00012189,             0.00012189
                     87,                 0.4281,                0.69967,                0.48175,                0.93655,                0.89527,                0.84196,                0.90564,                0.75357,                0.88374,                 0.8381,                0.88173,                0.75305,                0.63878,                 1.1344,                0.66885,                 1.2032,             0.00011427,             0.00011427,             0.00011427
                     88,                0.44117,                0.72192,                0.50972,                0.94905,                 0.8479,                0.87681,                0.90715,                0.74305,                0.89178,                0.80727,                0.87735,                0.75081,                 0.6379,                 1.1483,                0.68272,                 1.1915,             0.00010666,             0.00010666,             0.00010666
                     89,                0.43749,                0.71261,                0.49969,                0.94448,                0.90033,                0.84648,                0.90346,                0.74482,                0.89144,                0.83986,                0.88778,                0.74788,                0.65837,                  1.119,                0.66071,                 1.2187,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                0.43859,                0.72469,                0.48294,                0.94669,                0.87574,                 0.8465,                0.90703,                0.75138,                0.85026,                0.83636,                0.88154,                0.75322,                0.64393,                 1.1204,                0.67112,                 1.1966,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.44353,                0.71862,                0.49303,                 0.9681,                 0.8607,                0.82191,                0.88609,                0.72588,                0.85755,                0.81991,                0.86453,                0.73133,                0.68336,                 1.1935,                0.71534,                 1.2555,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                0.41108,                0.63709,                0.44273,                0.96096,                 0.8696,                0.82748,                0.89997,                0.74403,                0.87189,                0.82805,                0.89104,                0.74652,                 0.6448,                 1.1568,                0.67694,                 1.2047,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.40864,                0.61275,                0.42145,                0.95198,                0.87994,                 0.8141,                0.89311,                0.74047,                0.87555,                0.81328,                0.87968,                0.74453,                0.64237,                 1.1988,                0.66161,                 1.2062,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                0.38959,                0.60467,                0.39856,                0.94913,                0.88747,                0.79303,                 0.8871,                0.73327,                0.86989,                0.79141,                0.85795,                0.73849,                0.63575,                 1.1366,                0.65073,                 1.1953,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.39374,                0.58885,                0.40063,                0.92964,                0.87312,                0.83133,                0.90382,                0.75263,                0.86594,                0.82548,                0.87999,                0.74727,                0.63388,                 1.1665,                0.64027,                  1.198,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                0.38371,                 0.5701,                0.39809,                0.93993,                0.86037,                0.85977,                0.90523,                0.75406,                0.84771,                0.84797,                 0.8792,                0.75439,                0.63131,                 1.1457,                0.64567,                 1.1834,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                0.38334,                 0.5739,                0.39344,                0.94201,                0.87478,                  0.838,                0.90648,                0.76035,                0.87374,                0.83716,                0.89346,                0.76337,                0.61866,                 1.1249,                0.62703,                 1.1761,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                  0.386,                0.59606,                0.38956,                0.94015,                0.88108,                0.84242,                0.90785,                0.75879,                0.88761,                0.83479,                0.89614,                0.76039,                0.62656,                 1.1506,                0.63362,                 1.1873,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.37833,                 0.5605,                0.38195,                0.93094,                0.90009,                0.83584,                0.91098,                0.75391,                0.90538,                0.83082,                0.89314,                0.75955,                0.63061,                 1.1293,                0.63249,                 1.1896,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                0.37737,                0.54417,                0.38426,                0.93165,                0.89504,                0.84681,                0.90726,                0.75708,                0.89412,                0.82955,                0.89221,                0.76258,                0.62556,                 1.1263,                0.63496,                 1.1826,             1.5303e-05,             1.5303e-05,             1.5303e-05
