                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.67724,                 1.1829,                0.98737,                 1.0778,                0.74735,                0.71921,                0.79167,                0.61536,                0.65362,                0.78823,                0.76416,                 0.6089,                0.84083,                 1.4258,                 1.0363,                  1.367,             0.00056345,             0.00056345,             0.00056345
                     29,                0.65684,                  1.157,                0.96683,                 1.0817,                 0.8162,                0.80451,                0.86134,                0.65473,                 0.8053,                0.77892,                0.83698,                0.66071,                0.85569,                 1.2819,                0.95372,                 1.4006,             0.00055583,             0.00055583,             0.00055583
                     30,                0.66082,                  1.132,                0.96735,                 1.0705,                 0.7707,                0.80799,                0.83563,                0.64301,                0.75342,                0.78879,                0.80946,                0.65462,                0.84654,                 1.2418,                 0.9746,                 1.3494,             0.00054822,             0.00054822,             0.00054822
                     31,                0.65441,                 1.1138,                0.94121,                 1.0667,                 0.7935,                0.77669,                0.84606,                0.66052,                0.80693,                0.74818,                0.82029,                0.65965,                0.81994,                 1.3785,                0.97885,                 1.3336,             0.00054061,             0.00054061,             0.00054061
                     32,                0.65402,                 1.1243,                0.95167,                  1.064,                0.75245,                0.77072,                0.82979,                0.64264,                0.74302,                0.74966,                0.80566,                0.64907,                0.81593,                 1.2258,                 1.0518,                 1.3242,             0.00053299,             0.00053299,             0.00053299
                     33,                0.62637,                 1.0873,                 0.9119,                 1.0605,                0.75852,                0.73995,                0.78302,                0.61312,                0.76373,                0.71767,                0.76896,                0.61072,                0.80991,                 1.2948,                 1.0432,                 1.3378,             0.00052538,             0.00052538,             0.00052538
                     34,                0.65135,                 1.1701,                0.92633,                 1.0632,                0.76332,                0.81742,                0.88304,                0.69205,                0.75212,                 0.7925,                0.85062,                0.68776,                0.82637,                 1.2335,                0.88226,                 1.3487,             0.00051777,             0.00051777,             0.00051777
                     35,                0.61934,                 1.1216,                0.91284,                 1.0642,                0.82051,                0.76596,                0.85673,                0.67701,                0.84225,                0.74042,                0.84461,                 0.6824,                0.78119,                 1.2253,                0.88301,                 1.3084,             0.00051015,             0.00051015,             0.00051015
                     36,                0.62361,                 1.0992,                0.86255,                 1.0431,                0.83105,                0.80213,                0.88029,                 0.6908,                0.77223,                0.81304,                0.85009,                0.68863,                0.81037,                 1.1911,                0.91865,                 1.3405,             0.00050254,             0.00050254,             0.00050254
                     37,                0.64506,                 1.1348,                0.89887,                 1.0604,                0.89549,                0.77665,                 0.8874,                0.69906,                0.87846,                0.76246,                0.86212,                0.70469,                 0.7848,                  1.161,                 0.8704,                 1.2949,             0.00049493,             0.00049493,             0.00049493
                     38,                0.61812,                 1.0586,                0.84135,                 1.0469,                0.85267,                0.76358,                0.85045,                0.67841,                0.83625,                0.75432,                0.83504,                0.69409,                0.76042,                 1.2085,                0.89518,                 1.2908,             0.00048732,             0.00048732,             0.00048732
                     39,                0.62885,                 1.0717,                0.85892,                 1.0534,                0.74896,                0.82921,                 0.8685,                0.69833,                 0.7245,                0.81442,                0.83737,                 0.6888,                0.76349,                 1.2023,                0.93523,                 1.2936,              0.0004797,              0.0004797,              0.0004797
                     40,                0.62516,                 1.0725,                0.86239,                 1.0507,                0.77797,                0.83367,                0.85283,                0.68817,                0.77453,                0.80225,                0.82987,                0.68054,                0.74093,                  1.139,                0.90176,                 1.2711,             0.00047209,             0.00047209,             0.00047209
                     41,                0.60634,                 1.0588,                0.83429,                 1.0376,                0.86129,                0.76063,                0.86574,                0.68406,                0.85244,                0.73708,                 0.8328,                0.66189,                0.77556,                 1.3135,                0.94159,                 1.2882,             0.00046448,             0.00046448,             0.00046448
                     42,                0.62146,                 1.0469,                0.82238,                 1.0502,                0.85748,                0.73061,                0.83138,                0.67169,                0.82607,                0.70907,                0.79863,                0.65791,                0.74991,                 1.3313,                0.93465,                 1.2715,             0.00045686,             0.00045686,             0.00045686
                     43,                 0.6006,                 1.0591,                 0.8139,                 1.0379,                0.78596,                 0.8014,                0.83822,                0.66702,                0.78014,                0.79822,                0.82558,                0.67465,                0.78259,                 1.1985,                0.88083,                 1.2862,             0.00044925,             0.00044925,             0.00044925
                     44,                0.59462,                 1.0221,                 0.7944,                 1.0332,                0.81823,                0.79526,                0.85722,                0.68441,                0.80526,                0.78331,                0.83459,                0.67983,                 0.7954,                  1.236,                0.89917,                 1.3162,             0.00044164,             0.00044164,             0.00044164
                     45,                0.61464,                 1.0515,                0.82344,                 1.0445,                0.90467,                0.76202,                0.87137,                0.68813,                0.89246,                0.75667,                0.85727,                0.69631,                0.76003,                 1.2131,                0.85733,                 1.2779,             0.00043402,             0.00043402,             0.00043402
                     46,                0.58539,                 1.0286,                0.79481,                 1.0272,                0.83203,                0.80508,                0.85288,                0.68946,                0.82353,                0.79992,                 0.8335,                 0.6915,                0.79117,                 1.3517,                0.89471,                 1.3288,             0.00042641,             0.00042641,             0.00042641
                     47,                0.60264,                 1.0214,                  0.783,                 1.0335,                0.79488,                0.77797,                 0.8428,                0.67975,                0.78934,                0.76921,                0.83233,                0.67878,                0.74807,                  1.222,                0.86838,                 1.2508,              0.0004188,              0.0004188,              0.0004188
                     48,                0.59899,                 1.0562,                0.77025,                 1.0288,                0.80924,                0.82249,                0.88517,                0.71382,                0.80038,                 0.8106,                0.86653,                0.71408,                0.75266,                  1.196,                0.81982,                 1.2843,             0.00041118,             0.00041118,             0.00041118
                     49,                 0.5581,                 0.9486,                0.75579,                 1.0162,                0.81954,                0.81108,                0.87752,                0.70797,                 0.8002,                0.79438,                0.84161,                0.69686,                 0.7208,                 1.1862,                0.81379,                  1.257,             0.00040357,             0.00040357,             0.00040357
                     50,                0.59352,                 0.9959,                0.75042,                 1.0293,                0.85226,                0.79308,                0.86794,                0.70373,                0.84582,                0.77296,                0.84692,                 0.7071,                0.76068,                 1.1797,                0.80836,                 1.3065,             0.00039596,             0.00039596,             0.00039596
                     51,                0.55391,                0.93845,                0.72101,                 1.0089,                0.85965,                 0.8504,                0.90329,                0.71427,                0.84836,                0.82054,                0.86271,                0.70587,                 0.7653,                 1.2955,                0.77777,                 1.2867,             0.00038835,             0.00038835,             0.00038835
                     52,                0.57134,                0.99505,                0.73697,                 1.0232,                0.81024,                0.80263,                0.83343,                0.66719,                0.79621,                0.79061,                0.80671,                0.66443,                0.74443,                 1.3248,                0.84991,                 1.2923,             0.00038073,             0.00038073,             0.00038073
                     53,                 0.5809,                0.97154,                0.72619,                 1.0205,                0.85551,                0.84484,                0.89758,                0.73005,                0.85305,                0.83777,                0.88356,                0.73571,                0.72389,                    1.2,                0.73357,                 1.2197,             0.00037312,             0.00037312,             0.00037312
                     54,                0.55055,                0.93864,                0.69687,                  1.003,                0.81206,                0.83288,                0.87514,                0.71845,                0.79815,                0.82189,                0.85857,                0.71277,                0.71198,                 1.1168,                0.78105,                 1.2066,             0.00036551,             0.00036551,             0.00036551
                     55,                0.55569,                0.95113,                0.71202,                 1.0196,                0.83904,                0.85213,                0.90296,                0.71621,                0.82413,                0.82982,                0.87526,                0.72759,                0.76015,                 1.2072,                0.75809,                 1.2701,             0.00035789,             0.00035789,             0.00035789
                     56,                0.56651,                0.96638,                0.72941,                 1.0091,                0.87209,                0.79448,                0.88347,                 0.7129,                0.86106,                 0.7828,                0.85478,                0.71094,                0.71245,                 1.1496,                0.79585,                 1.2514,             0.00035028,             0.00035028,             0.00035028
                     57,                0.57971,                0.97899,                0.71429,                 1.0179,                0.88022,                0.85721,                0.90838,                0.73513,                0.87189,                 0.8418,                 0.8876,                0.72827,                0.70827,                 1.1664,                0.70868,                 1.2352,             0.00034267,             0.00034267,             0.00034267
                     58,                0.55659,                0.93579,                0.69265,                 1.0077,                0.85922,                0.85899,                0.90566,                0.73741,                0.84211,                0.84251,                0.87385,                0.72276,                0.69752,                   1.17,                0.71798,                 1.2186,             0.00033505,             0.00033505,             0.00033505
                     59,                 0.5539,                0.93062,                0.70658,                 1.0031,                0.89126,                0.78948,                0.88995,                0.72457,                0.87922,                0.76979,                0.86432,                0.71718,                0.72253,                 1.2048,                0.79121,                 1.2491,             0.00032744,             0.00032744,             0.00032744
                     60,                0.53418,                0.91074,                0.66864,                0.99349,                0.81949,                0.85585,                0.89152,                0.73508,                0.80327,                0.83873,                0.86078,                0.72495,                0.72038,                  1.202,                0.76953,                 1.2466,             0.00031983,             0.00031983,             0.00031983
                     61,                0.55171,                0.91541,                0.68758,                 1.0026,                0.88386,                0.84736,                0.91356,                0.75771,                0.87033,                0.82885,                0.89194,                0.74556,                0.66616,                 1.0713,                 0.6669,                  1.202,             0.00031221,             0.00031221,             0.00031221
                     62,                0.52899,                0.89952,                0.66702,                0.99596,                0.89539,                0.82435,                0.88679,                0.71944,                0.87588,                  0.807,                0.86284,                0.72346,                0.71296,                 1.1663,                0.73613,                 1.2571,              0.0003046,              0.0003046,              0.0003046
                     63,                0.53042,                0.89726,                 0.6622,                0.99662,                0.86869,                 0.8381,                0.89831,                0.72672,                0.86077,                0.80751,                0.87031,                0.72372,                0.74136,                 1.1399,                0.74956,                 1.2792,             0.00029699,             0.00029699,             0.00029699
                     64,                0.53526,                0.91576,                0.65698,                 1.0018,                0.84295,                 0.8388,                   0.89,                0.71814,                0.83475,                 0.8294,                0.86553,                0.72584,                0.73456,                 1.1326,                0.71098,                  1.278,             0.00028937,             0.00028937,             0.00028937
                     65,                0.51989,                0.85568,                0.64303,                0.98765,                0.83023,                0.80329,                0.86615,                0.71405,                0.80718,                0.81877,                 0.8537,                0.70863,                0.70255,                 1.2209,                0.79961,                 1.2554,             0.00028176,             0.00028176,             0.00028176
                     66,                0.51534,                0.88428,                0.61086,                0.98747,                0.90591,                0.80236,                0.89027,                0.74185,                0.91103,                0.78739,                0.86735,                 0.7402,                0.69142,                 1.1666,                0.70702,                 1.2318,             0.00027415,             0.00027415,             0.00027415
                     67,                0.52239,                0.88878,                0.62449,                0.98847,                0.88242,                0.85082,                0.90617,                0.74151,                0.86775,                0.83844,                0.88617,                0.73664,                0.70779,                 1.1229,                0.66879,                 1.2526,             0.00026654,             0.00026654,             0.00026654
                     68,                0.50227,                0.82481,                0.61179,                0.98543,                0.81454,                0.84479,                0.88341,                0.71354,                0.80811,                 0.8363,                0.86491,                0.71824,                0.73033,                 1.1391,                0.71502,                 1.2655,             0.00025892,             0.00025892,             0.00025892
                     69,                0.50755,                0.86977,                0.62028,                0.98341,                0.86453,                0.84816,                0.88582,                0.72374,                0.84695,                0.83967,                0.86305,                0.72216,                 0.7696,                 1.2076,                0.70307,                 1.3285,             0.00025131,             0.00025131,             0.00025131
                     70,                0.51647,                0.86439,                0.63023,                0.98622,                0.85271,                0.84669,                  0.889,                0.73486,                 0.8485,                0.84291,                 0.8788,                 0.7342,                0.69688,                 1.1159,                0.71113,                 1.2545,              0.0002437,              0.0002437,              0.0002437
                     71,                0.51759,                0.84972,                0.60878,                0.99512,                0.89602,                0.82717,                0.88965,                0.72973,                0.88453,                 0.8033,                0.86499,                0.73091,                0.70552,                 1.1954,                 0.7385,                 1.2365,             0.00023608,             0.00023608,             0.00023608
                     72,                0.48838,                0.78719,                0.58582,                0.98096,                0.86087,                0.81304,                0.88439,                0.72774,                0.84443,                0.80427,                0.86733,                0.73546,                0.71415,                 1.1647,                0.72563,                 1.2581,             0.00022847,             0.00022847,             0.00022847
                     73,                0.50315,                0.82472,                0.59863,                0.98054,                0.89395,                0.82392,                0.89694,                0.73176,                0.84911,                0.83949,                0.87488,                0.73028,                0.74377,                 1.1442,                0.70344,                 1.2968,             0.00022086,             0.00022086,             0.00022086
                     74,                0.51231,                0.86676,                0.59741,                0.98832,                0.85368,                0.82285,                0.88048,                0.72975,                 0.8397,                0.81106,                0.86276,                0.72944,                0.72233,                 1.1837,                0.73345,                 1.2682,             0.00021324,             0.00021324,             0.00021324
                     75,                0.47834,                0.78438,                0.57835,                0.97028,                0.85988,                 0.8175,                 0.8906,                0.74503,                0.85094,                0.81006,                0.87184,                0.73046,                0.69449,                  1.196,                0.67509,                 1.2426,             0.00020563,             0.00020563,             0.00020563
                     76,                0.50238,                0.82952,                0.59586,                0.97763,                0.88849,                0.82066,                0.89786,                0.74707,                0.87449,                0.81959,                0.87756,                0.73449,                 0.7046,                 1.1572,                0.69594,                 1.2581,             0.00019802,             0.00019802,             0.00019802
                     77,                0.47987,                 0.7851,                0.56955,                0.96696,                0.88211,                0.85088,                0.90054,                0.75114,                0.87038,                0.84224,                0.88096,                0.74466,                0.70422,                 1.1667,                0.69452,                  1.245,              0.0001904,              0.0001904,              0.0001904
                     78,                0.49865,                0.84015,                 0.5803,                0.96833,                0.88478,                0.82954,                0.90319,                0.74931,                0.86403,                0.83021,                  0.888,                0.74066,                0.71518,                 1.1424,                0.67593,                 1.2651,             0.00018279,             0.00018279,             0.00018279
                     79,                0.49298,                0.81603,                0.57505,                0.97684,                0.82265,                0.89075,                0.90064,                0.73727,                0.87296,                0.81688,                0.88468,                0.73703,                0.71141,                 1.1728,                0.66072,                 1.2835,             0.00017518,             0.00017518,             0.00017518
                     80,                 0.4726,                0.78146,                0.56432,                0.96604,                0.86519,                0.84538,                0.90185,                 0.7409,                0.84578,                0.83489,                0.87761,                0.74468,                0.72655,                 1.2073,                0.66217,                 1.2942,             0.00016757,             0.00016757,             0.00016757
                     81,                0.48483,                0.78593,                0.55717,                0.98294,                 0.8875,                0.81779,                0.88934,                0.73634,                0.86841,                0.80632,                 0.8685,                0.73213,                0.71406,                 1.2287,                0.68605,                 1.2674,             0.00015995,             0.00015995,             0.00015995
                     82,                0.47774,                0.78686,                0.55101,                  0.967,                0.89591,                0.84143,                0.89736,                0.74117,                0.87711,                0.82357,                0.87098,                0.73898,                0.69778,                 1.2487,                0.71862,                 1.2549,             0.00015234,             0.00015234,             0.00015234
                     83,                0.46715,                0.75724,                 0.5592,                0.96347,                0.86381,                0.86526,                 0.8975,                0.75798,                0.85987,                0.84905,                0.88356,                0.75414,                0.68597,                 1.1191,                0.66711,                 1.2312,             0.00014473,             0.00014473,             0.00014473
                     84,                0.49354,                0.82838,                 0.5548,                0.98316,                0.90164,                0.84835,                0.91474,                0.75542,                0.90897,                0.81664,                0.89552,                0.75695,                0.66552,                 1.1099,                0.67451,                  1.205,             0.00013711,             0.00013711,             0.00013711
                     85,                 0.4619,                0.76129,                0.53673,                 0.9602,                0.87678,                0.83791,                0.90847,                0.75019,                0.86022,                0.82233,                0.88686,                0.75674,                0.68557,                  1.137,                0.68652,                 1.2279,              0.0001295,              0.0001295,              0.0001295
                     86,                0.47391,                0.77388,                0.54036,                0.96891,                0.89235,                0.83921,                0.91709,                0.74403,                0.88092,                0.82627,                0.89883,                0.75742,                0.67859,                 1.1405,                0.66099,                 1.2298,             0.00012189,             0.00012189,             0.00012189
                     87,                 0.4747,                0.78358,                 0.5439,                0.95833,                0.91958,                0.84146,                 0.9177,                0.74732,                 0.8797,                0.84618,                0.89551,                0.75632,                0.67538,                 1.1354,                0.61925,                 1.2332,             0.00011427,             0.00011427,             0.00011427
                     88,                0.45736,                0.75913,                 0.5404,                0.96051,                 0.8738,                0.83411,                0.90395,                0.75897,                0.84972,                0.82753,                0.88444,                0.75539,                0.68427,                 1.1644,                0.63846,                 1.2373,             0.00010666,             0.00010666,             0.00010666
                     89,                0.45912,                0.74037,                0.53451,                0.96229,                0.86322,                0.84963,                0.90028,                0.74794,                0.84746,                0.82751,                0.87702,                0.74803,                0.67973,                  1.215,                0.64904,                 1.2485,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                 0.4621,                0.76245,                 0.5297,                0.96126,                0.85085,                0.84459,                 0.8954,                0.74801,                 0.8367,                0.82933,                0.87468,                0.74766,                0.68918,                 1.2131,                0.65139,                   1.26,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.45014,                0.71058,                0.49833,                0.98787,                0.83121,                0.84514,                0.88325,                0.72177,                0.82803,                0.82245,                0.85849,                0.71687,                0.71373,                 1.2373,                0.68274,                 1.2904,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                0.43791,                0.68025,                 0.4671,                0.97877,                0.87575,                0.81332,                0.90369,                0.74448,                0.84987,                0.80695,                0.87908,                 0.7407,                0.69659,                 1.2487,                0.65411,                 1.2706,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.41038,                0.62251,                0.42321,                0.95088,                0.86501,                0.83008,                0.89701,                0.73822,                0.85089,                0.81849,                0.87721,                0.73965,                0.69766,                 1.2267,                0.65957,                 1.2675,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                0.40803,                0.60651,                0.41977,                0.96422,                0.85084,                0.87187,                0.89789,                0.73608,                0.83548,                0.86391,                0.87493,                0.74075,                0.68867,                 1.2227,                0.65559,                  1.267,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.40999,                0.61687,                0.41743,                0.95511,                0.85359,                0.87384,                0.90512,                 0.7445,                0.85981,                0.83879,                0.87877,                0.74249,                0.69308,                 1.1865,                0.64063,                 1.2704,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                0.40974,                0.59376,                0.41147,                0.96246,                0.89668,                0.81711,                0.90095,                0.75479,                0.87056,                0.80673,                0.87589,                0.74665,                0.66298,                 1.1695,                0.64417,                 1.2351,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                0.39466,                0.59605,                0.41798,                0.94746,                 0.8487,                 0.8649,                0.90347,                0.75462,                 0.8347,                0.84532,                0.88014,                0.75043,                0.65815,                 1.1776,                0.64291,                 1.2376,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                0.39462,                 0.5899,                0.40858,                0.94362,                0.85696,                 0.8733,                0.91173,                0.75807,                0.83942,                 0.8555,                0.88436,                0.75792,                0.66612,                  1.179,                0.61794,                 1.2489,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.39284,                0.57904,                0.38999,                0.94165,                0.85838,                0.86399,                0.91304,                0.76657,                0.85108,                 0.8422,                0.88993,                0.75824,                0.65449,                 1.1823,                0.61966,                 1.2322,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                0.38589,                0.58394,                0.38702,                0.94171,                0.84754,                0.87235,                0.91091,                 0.7659,                0.84166,                0.84929,                0.88525,                0.75801,                0.65792,                 1.1897,                0.60639,                 1.2378,             1.5303e-05,             1.5303e-05,             1.5303e-05
