(선)간재미,태안,중,kg,369,"3,000",400,"1,100",2021-04-15
(선)까치복,강구,중,S/P,734.1,"7,000","1,500","1,800",2021-04-15
(선)깐홍합,여수,소,box,124,"16,500","11,000","13,100",2021-04-15
(활)낙지,태안,24미,그물망,2,"74,400","74,400","74,400",2021-04-15
(활)돌꼬막,군산,중,그물망,20,"7,200","7,200","7,200",2021-04-15
(냉)부세,중국,300/400,CT/(BT),50,"21,700","21,700","21,700",2021-04-15
(냉)부세,중국,400/500,CT/(BT),50,"23,800","23,800","23,800",2021-04-15
(선)서대,태안,중,kg,125.9,"11,000","2,000","4,300",2021-04-15
(선)양태,안흥,중,kg,17.6,"3,000","3,000","3,000",2021-04-15
(냉)염고등어,노르웨이,대,CT/(BT),30,"31,000","31,000","31,000",2021-04-15
(활)왕게,러시아,중,kg,"1,177.6","97,000","1,000","72,500",2021-04-15
(선)은갈치,제주도,2미,S/P,1,"100,000","100,000","100,000",2021-04-15
(활)전복,완도,55미,kg,37.5,"8,000","8,000","8,000",2021-04-15
(활)전복,완도,30미,가구,40.9,"14,000","14,000","14,000",2021-04-15
(활)전복,완도,10/11미,kg,23.7,"24,000","24,000","24,000",2021-04-15
(활)전복,완도,중,가구,99,"20,000","15,000","17,600",2021-04-15
(활)쭈꾸미,대천,소,그물망,127,"89,000","57,100","88,100",2021-04-15
(선)쭈꾸미,중국,12미,box,50,"16,000","15,000","15,500",2021-04-15
(선)쭈꾸미,중국,37미,box,142,"14,500","14,500","14,500",2021-04-15
(활)참돔,일본,중,kg,"1,897.2","15,000","1,000","11,600",2021-04-15
(선)가자미,포항,중,S/P,19,"30,000","30,000","30,000",2021-04-15
(활)감성돔,태안,중,kg,28.9,"20,000","8,000","15,000",2021-04-15
(활)감숭어,여수,중,kg,"3,347.9","4,000",300,900,2021-04-15
(선)갑오징어,군산,10미,box,42,"27,000","20,000","23,900",2021-04-15
(선)낙지,중국,12미,box,192,"26,000","24,000","24,000",2021-04-15
(선)낙지,중국,6미,box,3,"20,000","20,000","20,000",2021-04-15
(활)도다리,대천,중,kg,114.4,"25,000","4,000","17,100",2021-04-15
(활)암꽃게,고흥,소,kg,25,"23,000","20,000","22,400",2021-04-15
(선)은갈치,제주도,8미,S/P,3,"170,000","170,000","170,000",2021-04-15
(활)전복,완도,14/15미,가구,48.2,"23,000","23,000","23,000",2021-04-15
(활)전복,완도,10/11미,가구,11.5,"23,000","23,000","23,000",2021-04-15
(선)준치,제주도,8미,S/P,1,"42,000","42,000","42,000",2021-04-15
(선)준치,제주도,중,S/P,1,"42,000","42,000","42,000",2021-04-15
(선)준치,제주도,10미,S/P,2,"42,000","42,000","42,000",2021-04-15
(선)준치,제주도,12미,S/P,3,"42,000","42,000","42,000",2021-04-15
(선)쭈꾸미,중국,46미,box,78,"13,000","13,000","13,000",2021-04-15
(선)쭈꾸미,중국,13미,box,266,"15,500","15,000","15,200",2021-04-15
(선)참돔,일본,중,kg,14.3,"2,700","2,700","2,700",2021-04-15
(선)키조개,장항,대,box,13,"75,100","10,000","56,500",2021-04-15
(선)학꽁치,포항,중,S/P,1,"60,000","60,000","60,000",2021-04-15
(선)가오리,포항,중,S/P,1,"20,000","20,000","20,000",2021-04-15
(활)감성돔,중국,중,kg,73.2,"30,000","8,000","16,200",2021-04-15
(활)감숭어,장항,중,kg,264.5,"3,000",500,"1,500",2021-04-15
(선)갑오징어,여수,6미,S/P,9,"55,000","55,000","55,000",2021-04-15
(활)겉삐뚜리,군산,대,box,2,"86,000","86,000","86,000",2021-04-15
(냉)고등어,노르웨이,300/500,CT/(BT),200,"60,600","57,000","60,100",2021-04-15
