(선)가자미,안흥,중,kg,59.4,"5,500","3,000","4,700",2017-06-29
(선)갈치,부산(기장),10미,S/P,18,"13,000","13,000","13,000",2017-06-29
(선)갯장어,나로도,중,S/P,31,"11,000","7,000","9,300",2017-06-29
(선)깐홍합,여수,소,box,49,"16,000","14,100","15,300",2017-06-29
(활)농어,격포,중,kg,24,"30,000","7,000","17,100",2017-06-29
(선)민대구,제주도,중,S/P,2,"40,000","40,000","40,000",2017-06-29
(활)민어,완도,중,kg,47.5,"73,000","25,000","52,900",2017-06-29
(선)백조기,나로도,12미,S/P,4,"13,000","13,000","13,000",2017-06-29
(선)병어,통영,32미,S/P,2,"300,000","300,000","300,000",2017-06-29
(선)복어,안흥,중,S/P,14.3,"9,000","9,000","9,000",2017-06-29
(선)삼치,여수,8미,S/P,28,"40,000","40,000","40,000",2017-06-29
(선)서대,나로도,3미,S/P,1,"25,000","25,000","25,000",2017-06-29
(선)아귀,목포,12미,S/P,22,"6,000","6,000","6,000",2017-06-29
(냉)아귀,중국,5미,CT/(BT),30,"90,000","90,000","90,000",2017-06-29
(선)오징어,태안,20미,S/P,34,"31,000","31,000","31,000",2017-06-29
(선)은갈치,제주도,11미,S/P,1,"160,000","160,000","160,000",2017-06-29
(선)은갈치,제주도,20미,S/P,160,"117,000","23,000","51,700",2017-06-29
(선)잡어,목포,중,S/P,89.6,"33,000","1,000","5,800",2017-06-29
(선)잿방어,강구,대,S/P,1,"124,000","124,000","124,000",2017-06-29
(활)전복,완도,22미,kg,212.5,"20,000","13,000","17,100",2017-06-29
(활)가무락,군산,대,망,1,"111,100","111,100","111,100",2017-06-29
(선)검복,안흥,중,S/P,37.3,"10,500","10,500","10,500",2017-06-29
(활)겉바지락,부안,대,망,17,"51,100","40,000","48,400",2017-06-29
(활)겉바지락,서산,대,그물망,13,"63,000","62,000","62,200",2017-06-29
(선)다랑어,후포,대,S/P,5,"120,000","80,000","107,500",2017-06-29
(선)방어,부산(기장),대,S/P,177.4,"8,000",500,"5,400",2017-06-29
(선)백조기,제주도,중,S/P,1,"84,000","84,000","84,000",2017-06-29
(선)병어,목포,44미,S/P,2,"92,000","92,000","92,000",2017-06-29
(선)병어,목포,9미,S/P,1,"153,000","153,000","153,000",2017-06-29
(선)서대,나로도,2미,S/P,1,"22,000","22,000","22,000",2017-06-29
(선)양태,나로도,3미,S/P,6.3,"5,000","5,000","5,000",2017-06-29
(선)오징어,구룡포,25미,S/P,23,"33,000","20,000","29,600",2017-06-29
(선)오징어,부산(기장),중,S/P,6,"40,000","40,000","40,000",2017-06-29
(활)왕게,러시아,중,kg,35,"47,000","12,000","34,600",2017-06-29
(선)은갈치,제주도,6미,S/P,4,"205,000","190,000","197,500",2017-06-29
